"";"X";"V1"
"341";341;2
"342";342;1
"343";343;11
"344";344;8
"345";345;9
"346";346;7
"347";347;7
"348";348;12
"349";349;10
"350";350;3
"351";351;4
"352";352;0
"353";353;3
"354";354;0
"355";355;3
"356";356;6
"357";357;13
"358";358;3
"359";359;0
"360";360;7
"361";361;13
"362";362;0
"363";363;3
"364";364;5
"365";365;11
"366";366;0
"367";367;13
"368";368;3
"369";369;4
"370";370;0
"371";371;9
"372";372;1
"373";373;9
"374";374;6
"375";375;12
"376";376;1
"377";377;6
"378";378;13
"379";379;2
"380";380;12
"381";381;7
"382";382;3
"383";383;13
"384";384;13
"385";385;0
"386";386;3
"387";387;2
"388";388;4
"389";389;11
"390";390;0
"391";391;5
"392";392;4
"393";393;8
"394";394;0
"395";395;0
"396";396;2
"397";397;6
"398";398;4
"399";399;13
"400";400;8
"401";401;0
"402";402;2
"403";403;10
"404";404;9
"405";405;10
"406";406;9
"407";407;6
"408";408;9
"409";409;9
"410";410;9
"411";411;7
"412";412;7
"413";413;13
"414";414;2
"415";415;12
"416";416;12
"417";417;6
"418";418;0
"419";419;4
"420";420;4
"421";421;6
"422";422;8
"423";423;9
"424";424;6
"425";425;7
"426";426;6
"427";427;1
"428";428;0
"429";429;7
"430";430;0
"431";431;4
"432";432;0
"433";433;13
"434";434;0
"435";435;13
"436";436;6
"437";437;3
"438";438;5
"439";439;2
"440";440;0
"441";441;12
"442";442;10
"443";443;7
"444";444;2
"445";445;10
"446";446;0
"447";447;4
"448";448;4
"449";449;10
"450";450;1
"451";451;6
"452";452;10
"453";453;3
"454";454;0
"455";455;11
"456";456;2
"457";457;0
"458";458;0
"459";459;2
"460";460;13
"461";461;2
"462";462;1
"463";463;7
"464";464;2
"465";465;13
"466";466;0
"467";467;13
"468";468;3
"469";469;6
"470";470;4
"471";471;0
"472";472;2
"473";473;1
"474";474;13
"475";475;13
"476";476;4
"477";477;4
"478";478;0
"479";479;10
"480";480;4
"481";481;8
"482";482;4
"483";483;7
"484";484;13
"485";485;4
"486";486;4
"487";487;3
"488";488;8
"489";489;4
"490";490;6
"491";491;2
"492";492;2
"493";493;0
"494";494;0
"495";495;3
"496";496;3
"497";497;1
"498";498;4
"499";499;2
"500";500;8
"501";501;10
"502";502;3
"503";503;7
"504";504;4
"505";505;2
"506";506;8
"507";507;4
"508";508;8
"509";509;6
"510";510;7
"511";511;1
"512";512;9
"513";513;12
"514";514;1
"515";515;7
"516";516;3
"517";517;7
"518";518;7
"519";519;5
"520";520;3
"521";521;9
"522";522;7
"523";523;3
"524";524;11
"525";525;9
"526";526;12
"527";527;0
"528";528;0
"529";529;9
"530";530;7
"531";531;13
"532";532;9
"533";533;9
"534";534;11
"535";535;7
"536";536;13
"537";537;10
"538";538;0
"539";539;0
"540";540;10
"541";541;10
"542";542;9
"543";543;3
"544";544;7
"545";545;5
"546";546;10
"547";547;3
"548";548;2
"549";549;4
"550";550;6
"551";551;13
"552";552;9
"553";553;2
"554";554;7
"555";555;2
"556";556;7
"557";557;12
"558";558;1
"559";559;10
"560";560;7
"561";561;9
"562";562;7
"563";563;12
"564";564;9
"565";565;4
"566";566;12
"567";567;13
"568";568;13
"569";569;0
"570";570;10
"571";571;0
"572";572;8
"573";573;12
"574";574;5
"575";575;4
"576";576;9
"577";577;7
"578";578;0
"579";579;10
"580";580;10
"581";581;11
"582";582;3
"583";583;4
"584";584;0
"585";585;13
"586";586;0
"587";587;11
"588";588;0
"589";589;0
"590";590;13
"591";591;1
"592";592;7
"593";593;0
"594";594;9
"595";595;2
"596";596;6
"597";597;3
"598";598;0
"599";599;8
"600";600;0
"601";601;1
"602";602;11
"603";603;12
"604";604;13
"605";605;4
"606";606;10
"607";607;6
"608";608;10
"609";609;5
"610";610;6
"611";611;5
"612";612;12
"613";613;7
"614";614;7
"615";615;5
"616";616;7
"617";617;0
"618";618;3
"619";619;4
"620";620;0
"621";621;8
"622";622;13
"623";623;4
"624";624;4
"625";625;1
"626";626;13
"627";627;13
"628";628;11
"629";629;4
"630";630;7
"631";631;5
"632";632;5
"633";633;4
"634";634;12
"635";635;6
"636";636;4
"637";637;7
"638";638;0
"639";639;0
"640";640;3
"641";641;13
"642";642;3
"643";643;3
"644";644;13
"645";645;7
"646";646;4
"647";647;0
"648";648;3
"649";649;5
"650";650;6
"651";651;0
"652";652;10
"653";653;4
"654";654;9
"655";655;5
"656";656;6
"657";657;0
"658";658;11
"659";659;13
"660";660;0
"661";661;3
"662";662;4
"663";663;0
"664";664;0
"665";665;0
"666";666;7
"667";667;9
"668";668;5
"669";669;2
"670";670;3
"671";671;0
"672";672;11
"673";673;3
"674";674;10
"675";675;3
"676";676;8
"677";677;10
"678";678;12
"679";679;4
"680";680;3
"681";681;0
"682";682;8
"683";683;7
"684";684;6
"685";685;0
"686";686;0
"687";687;6
"688";688;11
"689";689;2
"690";690;8
"691";691;12
"692";692;8
"693";693;11
"694";694;10
"695";695;1
"696";696;0
"697";697;0
"698";698;10
"699";699;9
"700";700;8
"701";701;1
"702";702;8
"703";703;1
"704";704;5
"705";705;13
"706";706;5
"707";707;5
"708";708;2
"709";709;5
"710";710;10
"711";711;12
"712";712;8
"713";713;0
"714";714;0
"715";715;9
"716";716;10
"717";717;8
"718";718;4
"719";719;4
"720";720;0
"721";721;8
"722";722;3
"723";723;9
"724";724;7
"725";725;0
"726";726;2
"727";727;0
"728";728;3
"729";729;12
"730";730;2
"731";731;11
"732";732;0
"733";733;7
"734";734;13
"735";735;4
"736";736;0
"737";737;0
"738";738;2
"739";739;11
"740";740;3
"741";741;11
"742";742;13
"743";743;12
"744";744;4
"745";745;12
"746";746;6
"747";747;13
"748";748;8
"749";749;5
"750";750;12
"751";751;10
"752";752;3
"753";753;6
"754";754;4
"755";755;13
"756";756;0
"757";757;0
"758";758;4
"759";759;12
"760";760;13
"761";761;8
"762";762;11
"763";763;11
"764";764;8
"765";765;0
"766";766;9
"767";767;0
"768";768;2
"769";769;2
"770";770;0
"771";771;7
"772";772;10
"773";773;4
"774";774;10
"775";775;9
"776";776;0
"777";777;5
"778";778;8
"779";779;2
"780";780;0
"781";781;10
"782";782;10
"783";783;4
"784";784;7
"785";785;0
"786";786;13
"787";787;6
"788";788;12
"789";789;1
"790";790;2
"791";791;0
