*year_2012-01-01;13;10;9;16;5;13;17;8;13;31;9;21;29
*year_2011-01-01;11;14;17;14;5;11;8;10;16;6;6;8;17
*year_2010-01-01;3;7;4;13;1;7;5;3;1;5;1;2;8
*year_2009-01-01;1;4;3;3;0;2;2;3;0;1;0;0;0
*year_2014-01-01;10;14;21;23;17;12;25;16;19;22;15;18;21
