"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"218";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"219";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"220";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"221";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"222";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"223";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"224";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"225";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;49;49;49;49;49;49
"226";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"227";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"228";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"229";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"230";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"231";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"232";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"233";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"234";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"235";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"236";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"237";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"238";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;37;37;37;37;37;37;37;37;37;37;37;37
"239";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;49;49;49;49;49;49
"240";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"241";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"242";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;55;55;55
"243";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"244";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"245";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"246";2;4;7;9;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"247";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"248";2;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
"249";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"250";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"251";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"252";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"253";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"254";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"255";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"256";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;38;38;38;38;38;38;38;38;38;38;38
"257";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"258";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"259";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"260";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"261";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"262";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"263";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"264";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"265";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"266";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"267";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"268";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"269";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"270";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"271";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;42;42;42;42;42;42;42;42;42
"272";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"273";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;42;42;42;42;42;42;42;42;42
"274";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"275";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;42;42;42;42;42;42;42;42;42
"276";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"277";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"278";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"279";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"280";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"281";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"282";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"283";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"284";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;52;52;52;52
"285";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"286";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;33;33;33;33;33;33;33;33;33;33;33;33;33;33
"287";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"288";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"289";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"290";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"291";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"292";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"293";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"294";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"295";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"296";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"297";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"298";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"299";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"300";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"301";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"302";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"303";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"304";2;4;7;9;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"305";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"306";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"307";2;4;7;9;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
"308";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"309";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"310";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"311";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"312";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"313";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"314";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"315";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"316";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"317";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"318";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"319";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"320";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;52;52;52;52
"321";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"322";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"323";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"324";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"325";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"326";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"327";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"328";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;33;33;33;33;33;33;33;33;33;33;33;33;33;33
"329";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"330";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"331";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;37;37;37;37;37;37;37;37;37;37;37;37
"332";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"333";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"334";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"335";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"336";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"337";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"338";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"339";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"340";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"341";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"342";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"343";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"344";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"345";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"346";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"347";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"348";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"349";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"350";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"351";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"352";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"353";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"354";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;37;37;37;37;37;37;37;37;37;37;37;37
"355";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"356";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"357";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"358";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"359";2;4;7;9;10;12;14;16;18;20;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
"360";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"361";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"362";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"363";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"364";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"365";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"366";2;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
"367";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"368";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"369";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"370";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;52;52;52;52
"371";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"372";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"373";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"374";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"375";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"376";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"377";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"378";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"379";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"380";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"381";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"382";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"383";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"384";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"385";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;49;49;49;49;49;49
"386";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"387";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"388";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"389";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"390";2;4;7;9;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"391";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"392";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"393";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"394";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;49;49;49;49;49;49
"395";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;52;52;52;52
"396";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"397";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"398";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"399";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"400";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"401";2;4;7;9;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"402";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"403";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"404";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"405";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"406";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"407";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"408";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"409";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"410";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"411";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"412";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"413";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"414";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"415";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"416";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"417";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"418";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;52;52;52;52
"419";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"420";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"421";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"422";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"423";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"424";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"425";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"426";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"427";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"428";2;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
"429";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"430";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;37;37;37;37;37;37;37;37;37;37;37;37
"431";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"432";2;4;7;9;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"433";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"434";2;4;7;9;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"435";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"436";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"437";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"438";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"439";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"440";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;52;52;52;52
"441";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"442";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"443";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"444";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
