"";"Coord. facteur 1";"Coord. facteur 2";"Corr. facteur 1";"Corr. facteur 2";"COR -facteur 1";"COR -facteur 2";"CTR -facteur 1";"CTR -facteur 2";"mass";"chi.distance";"inertie"
"humanity";-0,733927103791291;0,352768108208365;-0,901291486167364;0,433213177272143;0,857208726762277;0,142791273237747;0,030258724650013;0,00699074400178215;0,0561752180085175;0,354814784108645;0,00707209655102652
"digital";-0,481037305920503;0,141369071775529;-0,959426213272092;0,281959822113674;0,941378379639974;0,0586216203600317;0,0119429138968579;0,00103148186548665;0,0516122490367066;0,221916054025309;0,00254173475282796
"technology";-0,843669350822158;0,171966788224155;-0,979851958871685;0,199725157892846;0,970915061019039;0,029084938980964;0,017754753750264;0,000737665154940616;0,0249442303792334;0,383242554188046;0,00366368022853195
"research";-1,18270910606687;0,80146451590947;-0,827829472633375;0,560979825162678;0,751260147995958;0,248739852004046;0,0307787243984433;0,014133942947359;0,0220036503751775;0,61076597861596;0,00820813349196232
"tool";-0,703519115583859;-0,00252165873750778;-0,999993576279458;-0,00358432696883297;0,999990736841411;9,26315859164275e-06;0,00943505976946628;1,21217542509478e-07;0,0190630703711215;0,314898061079301;0,00189030909631338
"dh";0,206156246560122;-0,287378566684733;0,582895483581719;-0,812547140306354;0,416481981167465;0,583518018832538;0,000719688345699814;0,00139849275790832;0,016933684850943;0,142984994483417;0,000346204253104809
"study";-0,140433579912669;0,754098111713251;-0,183079605028869;0,983098091861882;0,0458924513466036;0,954107548653397;0,00027596628175402;0,00795737444416444;0,013993104846887;0,293421823445835;0,00120475548301059
"method";-1,0247361818484;0,458960629867035;-0,912643535097968;0,408756379575762;0,873642053765167;0,126357946234837;0,0123514269029761;0,00247767225036318;0,0117623200162239;0,490724089571359;0,00283248583674044
"way";-0,0491004500346692;-0,524631423551009;-0,0931831586644782;-0,995648983799668;0,0120026139704584;0,987997386029541;2,83572385376614e-05;0,00323743897251575;0,0117623200162239;0,200604017427434;0,000473338950489866
"work";0,00393602370604297;-0,394214274869168;0,00998398023844172;-0,999950158827228;0,000138244662295052;0,999861755337705;1,60232491044645e-07;0,00160731081323095;0,0103427296694382;0,149839250581943;0,000232212908489732
"compute";-0,860278786567332;0,00873305256409535;-0,999948478302835;0,0101508984747264;0,999925704286767;7,42957132353047e-05;0,00622861549597184;6,41867287390179e-07;0,00841614277022916;0,385076858682981;0,00124798088914335
"question";-1,05369906209874;-2,28822322739063;-0,418271331927339;-0,90832213057248;0,227261817895793;0,772738182104206;0,0117085072196966;0,0552160227124801;0,0105455282904076;0,989339680399664;0,010321889305839
"field";-0,423786710906902;0,326354147589848;-0,792294663543893;0,610138644997897;0,700482018970491;0,299517981029512;0,00183929353178567;0,00109077367618726;0,0102413303589536;0,226642269799185;0,000526063533201417
"traditional";-0,357980239359458;0,409364799667485;-0,658281741856849;0,752771644217496;0,514706289995817;0,485293710004186;0,00118248190136269;0,00154631292514894;0,00922733725410667;0,223342508192498;0,000460276892403178
"discipline";-0,216766946191964;0,513537529417306;-0,388880664548164;0,921288135569203;0,198149450362842;0,80185054963716;0,000404986033433191;0,00227299406816088;0,00861894139119854;0,217965970777037;0,000409478703653008
"define";0,445043652022795;-0,412293315749781;0,733583269097991;-0,67959957864871;0,61774188257496;0,382258117425043;0,00172718427192229;0,00148233390044896;0,00872034070168323;0,253449337242046;0,000560164745808678
"computer";0,630481735226617;0,216095051702299;0,945978216043333;0,324230187939792;0,921913310164809;0,0780866898351927;0,00318424967125278;0,000374069016248968;0,00801054552829041;0,293913503704166;0,000691992158295785
"medium";-0,421859414019137;-0,427356700267069;-0,70251470148918;-0,711669230887193;0,574737334383941;0,425262665616059;0,00137146296440269;0,00140743915473535;0,00770634759683634;0,249072117609671;0,000478078067589029
"scholarship";-0,799299886938206;-0,121596449379239;-0,988625485025229;-0,150398305703989;0,983587394095376;0,0164126059046271;0,0049882157587686;0,000115442976133251;0,00780774690732103;0,360740869121606;0,00101605313814694
"practice";-0,482871028043548;0,582091986768983;-0,638461683356791;0,769653609674647;0,488337653065364;0,511662346934639;0,00184413156747708;0,00267986456324596;0,00790914621780572;0,309288032404019;0,000756581706052652
"think";0,858501154810663;-0,521522351971449;0,854659633586697;-0,519188704343086;0,789841737859242;0,210158262140762;0,0056050311763175;0,00206843614585656;0,00760494828635165;0,432377331312909;0,00142174627332138
"humanist";0,541573794305096;-0,198358647701337;0,938998652894403;-0,343920819175718;0,911807351117627;0,0881926488823762;0,00178443829656065;0,000239380367782821;0,00608395862908132;0,253862276172422;0,000392087134030278
"human";0,812989683588844;-0,584486849865056;0,811944124847089;-0,583735160947407;0,728508450256477;0,271491549743527;0,00415524619636555;0,00214771267645923;0,0062867572500507;0,426343661432009;0,00114273706082758
"teach";-0,949918278746;0,866066513027169;-0,738969572782611;0,67373879990801;0,625258434892014;0,374741565107989;0,00658779365375127;0,00547608261600759;0,00730075035489759;0,537710525621116;0,00211088500042477
"application";-1,45261313216328;1,59761594475125;-0,672732379207407;0,739885900640052;0,534147549746623;0,465852450253381;0,0143353973926309;0,0173402189580075;0,00679375380247414;0,889634094499256;0,00537690844457506
"understand";0,776717176379085;0,276680821707703;0,942017480348747;0,335563804242053;0,916178629842878;0,0838213701571233;0,00330334991811439;0,000419166798159186;0,00547556276617319;0,363215943097018;0,000722368115115822
"culture";0,286446135974997;-1,04664901881624;0,263971960076469;-0,964530354262315;0,094106306466006;0,905893693533995;0,000366077987006721;0,0048875343153433;0,0044615696613263;0,417951296536288;0,000779361650391404
"knowledge";0,041408266400986;-0,119689088032106;0,326951407105397;-0,945041151163165;0,142371168966108;0,857628831033893;9,04091618022931e-06;7,55348656748912e-05;0,00527276414520381;0,0491211013968823;1,27225608727464e-05
"create";0,827832999428736;-0,061778772243122;0,997226975606329;-0,0744201526674997;0,996000598732528;0,00399940126747469;0,00389142350403752;2,16721288980513e-05;0,00567836138714257;0,371282951188781;0,000782767965040889
"humanistic";-0,369507691129096;-1,88245503569722;-0,19261467456689;-0,981274470849767;0,0507278192437699;0,949272180756229;0,000719921776291307;0,0186847619138039;0,00527276414520381;0,734332008483754;0,00284330378539412
"text";1,91435457668871;0,116528188952594;0,998152508689104;0,0607582866582735;0,99733559124165;0,00266440875835285;0,0174653632050885;6,47134946833161e-05;0,00476576759278037;0,858012855406837;0,00350849166721147
"mean";0,551381860729775;0,153579326973963;0,963329478692027;0,268321291519976;0,947025767917738;0,0529742320822634;0,00151055322051811;0,000117191631922024;0,00496856621374975;0,2536084089363;0,000319564391510533
"information";-0,756809249442801;0,509620148741794;-0,829471310801301;0,558549321508469;0,753615901706918;0,246384098293086;0,00272964219042611;0,00123773035004762;0,00476576759278037;0,390214566303821;0,000725671077318689
"datum";-0,183040576313157;0,47664273985682;-0,3584952405278;0,933531554109938;0,169803740781689;0,830196259218313;0,000166466109944796;0,00112880011878449;0,00496856621374975;0,198822632853347;0,000196409605293256
"methodology";-1,13768983848253;-0,342397784649089;-0,957573217209729;-0,288190099903883;0,938696981626467;0,0613030183735347;0,00669349488926248;0,000606271384056258;0,00517136483471912;0,525597439910724;0,00142860333714014
"definition";0,672436435864915;0,111578982174614;0,986511138437974;0,163694146925943;0,980534415005201;0,0194655849948019;0,00229249016567993;6,31204079452584e-05;0,00506996552423444;0,303956818234203;0,000468412833862604
"approach";-0,550251794834623;0,638174446298248;-0,653008659341594;0,757350441225787;0,507656540037071;0,492343459962933;0,00150436775990848;0,00202353118753759;0,00496856621374975;0,345675458739817;0,000593701542889287
"term";0,779041383363082;0,407130285254161;0,886270226974225;0,463168527405582;0,83547828378631;0,16452171621369;0,00270775106344146;0,000739527787824976;0,0044615696613263;0,381491633775517;0,000649318407239035
"inquiry";-0,817236328007571;-2,44042679734992;-0,317542592688838;-0,948244009645434;0,134598199006797;0,865401800993201;0,00297977180043329;0,0265716943765805;0,0044615696613263;0,997057287533386;0,00443535006321548
"computational";-0,952576247658054;0,986695753156129;-0,694558470007029;0,719436259679407;0,563829029942064;0,436170970057939;0,00432446469857109;0,004639801250956;0,00476576759278037;0,567829700487062;0,0015366291554954
"scholar";-0,723470815623761;0,677686334692875;-0,729822814361572;0,683636350435928;0,6125043104677;0,387495689532303;0,00244137710086476;0,00214215203189569;0,00466436828229568;0,413769538261427;0,000798564248274327
"cultural";1,14420693950635;-0,537943319033524;0,904973135331583;-0,425468711338595;0,862537518494608;0,137462481505396;0,00491185887805074;0,00108569981101539;0,00375177448793348;0,551451919375897;0,00114091169308298
"science";0,484212092866249;0,49042023955198;0,702588447459731;0,711596426000106;0,574838653486729;0,425161346513271;0,000855871895315847;0,000877959076154934;0,00365037517744879;0,285860877498729;0,000298295668853819
"thing";1,85870408441535;-0,114201911641978;0,998117787102289;-0,0613260390864188;0,997285511204294;0,00271448879570932;0,0126112463438656;4,76084727658238e-05;0,00365037517744879;0,833091246553367;0,00253351013009718
"intersection";-0,980757502981805;-0,359959453974537;-0,938768493083736;-0,344548568990341;0,911474067483737;0,088525932516264;0,00409644917314079;0,000551812406939482;0,00425877104035693;0,459813325992017;0,000900424698835258
"history";1,79193569569967;0,17037875165171;0,995510235909955;0,0946539497248034;0,993524002255578;0,00647599774442433;0,0140006532258644;0,000126571032003548;0,00436017035084161;0,804683899373811;0,00282328084061975
"social";-0,127260728449805;-0,436058065000071;-0,280156473248105;-0,959954348131818;0,1056491014554;0,894350898544598;6,24032786667865e-05;0,000732668035891403;0,00385317379841817;0,175248203143706;0,000118338414398064
"art";0,687934714507121;0,414237268468203;0,85668071249823;0,515847028520593;0,792754576568149;0,207245423431851;0,00182353057332303;0,000661175781215163;0,00385317379841817;0,345835776824793;0,000460848774307067
"community";-0,433528182611833;-0,0922295095478996;-0,978110764253918;-0,208084917403009;0,968398933939785;0,0316010660602166;0,000705133578320078;3,19136534134563e-05;0,00375177448793348;0,197188805676215;0,000145881842233669
"person";1,23961205463483;-0,352291066645346;0,961909130605188;-0,273369391955959;0,944970899147531;0,0550291008524722;0,00560930537982712;0,000453044396975479;0,00365037517744879;0,570779867705434;0,00118925447836159
"include";0,56686828140032;0,709270865934963;0,624326686038712;0,781163356219376;0,469756685986994;0,530243314013006;0,00123817751383032;0,00193839749827997;0,00385317379841817;0,370201134090665;0,000528073152293302
"develop";-1,59002713190816;0,279928304163256;-0,984853940585203;0,173386030907327;0,9781410968709;0,0218589031291027;0,0102542538235818;0,000317825412580475;0,00405597241938755;0,719607787751039;0,00210032597116992
"build";0,987575523324998;-0,0500157393484845;0,99872000495051;-0,0505801513605187;0,998154080996798;0,00184591900320508;0,00316464948860886;8,11705271166268e-06;0,00324477793551004;0,442449386227907;0,00063520246399822
"analysis";0,694929628753202;0,390436466432637;0,871822794675675;0,489821411010069;0,814601366921738;0,185398633078263;0,00171389693897457;0,000541008132347812;0,0035489758669641;0,344635756361949;0,00042152536602221
"apply";-0,259833754327827;0,307296734657153;-0,645672039956831;0,763614835383641;0,49788908483719;0,502110915162814;0,000246449896164202;0,000344709611915853;0,00365037517744879;0,164824337403413;9,91699695008181e-05
"answer";-0,824993739879472;-4,80350777303394;-0,16926981517669;-0,985569748759594;0,0393032382808188;0,960696761719181;0,00227745732485606;0,0772086461716404;0,00334617724599473;1,86263842838588;0,0116093006683933
"involve";-0,387626100385006;0,618721087538732;-0,530910092848774;0,847428152300421;0,352486617712594;0,647513382287409;0,000548483448913883;0,00139742123605192;0,00365037517744879;0,292236035889882;0,000311748978322324
"interest";0,609423958338315;0,412140161918616;0,828357351616549;0,560200051787588;0,752017481303004;0,247982518696996;0,00124276206782523;0,000568380037638208;0,00334617724599473;0,314555749953877;0,000331088577809625
"explore";-0,251318168396951;-0,462079373661962;-0,47778932157615;-0,878474452780388;0,290917131153817;0,709082868846183;0,000230560695963328;0,000779418425501716;0,00365037517744879;0,208560140443278;0,000158781581681395
"engage";-1,08980719469191;-0,136988643408561;-0,99219217352621;-0,124718446082907;0,988736005211157;0,0112639947888451;0,00421504666964902;6,65996851350768e-05;0,0035489758669641;0,490570658134205;0,000854095008292226
"critical";-0,198898597700361;0,258616958652458;-0,60963849994762;0,792679569171311;0,450659629500551;0,549340370499452;0,000140399799822647;0,000237365199309739;0,0035489758669641;0,13261708154841;6,24168689053552e-05
"subject";0,0610743601952143;0,931763401781021;0,065406712520578;0,997858688370879;0,00592357684270769;0,994076423157291;1,24815003668026e-05;0,0029050943234285;0,00334617724599473;0,355188573130929;0,000422150115791109
"material";-0,641383261574062;0,35164693526089;-0,876858152040303;0,480749187415293;0,821874451984588;0,178125548015416;0,00129309948641744;0,000388696266419558;0,00314337862502535;0,316670023483087;0,000315217706038952
"activity";0,0610743601952143;0,931763401781021;0,065406712520578;0,997858688370879;0,00592357684270769;0,994076423157291;1,24815003668026e-05;0,0029050943234285;0,00334617724599473;0,355188573130929;0,000422150115791109
"object";0,659445231708948;-0,142119875453836;0,977555679679244;-0,210677224983746;0,967596728031643;0,0324032719683605;0,00149924076893173;6,96343546913886e-05;0,00344757655647942;0,300070712542055;0,000310428179463282
"form";0,225966336172946;0,266483479660387;0,646743015388353;0,762707986090601;0,499311875037144;0,500688124962856;0,000160503380408251;0,000223222144888374;0,00314337862502535;0,143136327217975;6,4401566949198e-05
"scholarly";0,706429434144501;0,073656973395734;0,994608164745555;0,103704380917483;0,992222472978693;0,00777752702130856;0,00161928224027814;1,76040550957449e-05;0,00324477793551004;0,317436110726775;0,000326962269376081
"project";0,720308509616759;-0,308663104407425;0,919163760667799;-0,393875590859638;0,883083353538042;0,116916646461962;0,00152570331796422;0,000280157620021338;0,00294058000405597;0,343091350295809;0,000346140596713267
"world";0,766490665649494;-0,297296817896711;0,932325982084554;-0,361618947415745;0,902144510311971;0,0978554896880326;0,00178718700221397;0,000268866552215099;0,00304197931454066;0,361210933731521;0,000396897197263833
"literature";1,8058840288063;0,164243051174477;0,995889636810006;0,0905750036954681;0,994071372493106;0,00592862750689648;0,00992055503598968;8,20597643249907e-05;0,00304197931454066;0,810724217795411;0,0019994131737578
"communication";-0,439878450265328;0,84587430980058;-0,461372393774709;0,887206579248934;0,272763871265444;0,727236128734559;0,000588601858673169;0,0021765463840416;0,00304197931454066;0,376991307263381;0,000432333540109977
"set";0,395294763174714;-0,982094988319558;0,373390358540837;-0,927674317931;0,183469970282582;0,816530029717421;0,000411955657536725;0,00254281836525474;0,00263638207260191;0,413076642457165;0,000449851969796775
"interdisciplinary";-0,0623142902722342;0,669228054875204;-0,0927126357646421;0,995692908064315;0,0118821078103121;0,988117892189688;1,14184802668663e-05;0,00131698636113663;0,00294058000405597;0,255878020018332;0,000192530244648809
"resource";-1,29618757829853;0,578368766309729;-0,913212978333927;0,407482583925349;0,874466551766101;0,125533448233903;0,00494047504623068;0,000983654681143429;0,00294058000405597;0,620423624808597;0,00113190415254497
"learn";0,943322266263824;0,203393288229648;0,97753564525825;0,210770164514658;0,967567773688197;0,0324322263118051;0,0024362336490353;0,000113258811784167;0,00273778138308659;0,429251143642875;0,000504454136747652
"change";0,0889435505144423;-1,58619477089972;0,055985589553641;-0,998431576905664;0,00434193989235096;0,995658060107649;1,76476388073954e-05;0,00561268553306139;0,00223078483066315;0,604177616048804;0,000814304706769129
"ask";-1,32102430467552;-4,9255901096305;-0,259041587995506;-0,965866168622116;0,0907119037572137;0,909288096242786;0,0047777165651666;0,0664225130864352;0,00273778138308659;1,96322800261727;0,0105521327455927
"creation";-0,722728632583568;0,936268623010202;-0,611049506759707;0,791592382662137;0,45248449508704;0,547515504912963;0,0014300436282311;0,00239993624312537;0,00273778138308659;0,480911854220033;0,000633183706275854
"concern";-0,288896607794933;-1,38786318001297;-0,203790943839977;-0,97901442849879;0,0566896620022747;0,943310337997724;0,00022003574324487;0,00507810478273461;0,00263638207260191;0,543103474726951;0,000777630905574193
"academic";-0,139465252415512;0,666610527489673;-0,204781731246222;0,978807663715298;0,0572334046101912;0,942766595389809;5,1279098804947e-05;0,00117152803481662;0,00263638207260191;0,260935578639774;0,000179504337984376
"process";0,560447200272673;-0,348007942329125;0,849542236783538;-0,527520604261884;0,782470101055504;0,2175298989445;0,000828090414888504;0,000319290988240513;0,00263638207260191;0,283591298329974;0,000212028456367926
"language";1,9327602126416;0,10843177567965;0,998429986162042;0,0560139512306043;0,997735798654343;0,00226420134565985;0,00984836879221564;3,09971303389873e-05;0,00263638207260191;0,866088500030484;0,0019775746843451
"find";1,17287735296261;0,0598798125684819;0,998699298344899;0,0509873659390824;0,998124217156857;0,0018757828431455;0,00334773786678381;8,72583724170316e-06;0,00243358345163253;0,525475384859217;0,000671971721986475
"base";-1,25946429363626;0,747021935525485;-0,860089981418002;0,510142356469625;0,79766989953734;0,202330100462663;0,00386027249712761;0,00135804122203912;0,00243358345163253;0,631199040938333;0,000969569408107413
"area";-0,0456055787823658;0,978690597130606;-0,0465480559735236;0,998916051770661;0,00300259554932768;0,996997404450672;4,85063706851706e-06;0,00223384826130327;0,00233218414114784;0,372530320682691;0,000323657809373637
"share";-0,123744170696974;-0,753776134022539;-0,161997248751697;-0,98679120962688;0,036031734382616;0,963968265617383;4,03699162764678e-05;0,00149793550656774;0,00263638207260191;0,291792576351927;0,000224469235243001
"relate";-0,143395522845147;1,02170719286773;-0,138986748309759;0,990294241018436;0,0265931853921244;0,973406814607876;5,42100157445612e-05;0,00275208124993905;0,00263638207260191;0,393588575581726;0,000408407132178033
"open";-0,75272535637536;-0,5477685905511;-0,808566427189824;-0,588404905504265;0,723681053014178;0,276318946985822;0,00143630972959444;0,000760622664759529;0,00253498276211722;0,396054559671451;0,000397635404168897
"part";1,51903352622214;0,290425065336694;0,982209339431771;0,187789279600843;0,974321015435602;0,0256789845644002;0,00538142827388948;0,000196712079420395;0,00233218414114784;0,688824200664916;0,00110657188467838
"focus";-0,217012346395626;-0,415919667026825;-0,462584070248378;-0,886575421468723;0,27408874343112;0,725911256568878;0,000119383386960391;0,000438524562511927;0,00253498276211722;0,185537164674477;8,72643466726929e-05
"bring";0,8205339257737;0,597686463458977;0,808297961827418;0,588773644880307;0,723297527760796;0,276702472239204;0,00143366400225691;0,000760678491243568;0,00212938552017846;0,431847216357933;0,000397113403345976
"development";-0,701429908240704;0,884364564196605;-0,621415008529986;0,783481580621828;0,465953549636917;0,534046450363086;0,00119733258854081;0,00190330727821534;0,00243358345163253;0,459944087350996;0,000514821083323805
"technique";-1,36092509098091;0,722050548494372;-0,883368630440606;0,468678848203637;0,831283284217554;0,16871671578245;0,0041316747385673;0,00116303527487148;0,00223078483066315;0,668115842687174;0,000995775009479925
"support";0,683773739422708;-0,177387362372672;0,967958133331365;-0,251111632780443;0,953720979721645;0,0462790202783581;0,0010429956994454;7,01944919133784e-05;0,00223078483066315;0,313396269241675;0,0002191014879985
"collaborative";-1,57468470412768;1,65131373047466;-0,69011579500366;0,723698963303435;0,55775794778936;0,442242052210644;0,00553152526699461;0,00608298669661233;0,00223078483066315;0,943762676295649;0,00198693325509146
"analyze";0,474658991329142;0,332216124160823;0,819268546089899;0,57341001856241;0,738989241289107;0,261010758710893;0,000502598405707886;0,00024620626336987;0,00223078483066315;0,247146649336168;0,000136259608407837
"theory";-0,133176819728097;0,098455862884788;-0,80411604205836;0,594472363448796;0,717326514912215;0,282673485087789;3,59684958687693e-05;1,96583997898766e-05;0,00202798620969377;0,0703821080360289;1,0045915902647e-05
"student";0,696002111704792;-0,314645360465695;0,911212485268698;-0,411936653735065;0,871570091825937;0,128429908174067;0,000933275182564699;0,000190735383734451;0,00192658689920909;0,333696360974966;0,000214531734458605
"problem";-0,0110914808778546;0,963508269223388;-0,0115107948795543;0,999933748605997;0,000183757917987855;0,999816242082012;2,12062068250337e-07;0,00160027571918996;0,00172378827823971;0,36623392952863;0,000231207052255697
"present";0,192512440671207;-0,438563521672721;0,401941674633683;-0,915665271915819;0,210886875526078;0,789113124473925;7,89172415409537e-05;0,000409561672417518;0,00212938552017846;0,187640290482436;7,49732762988226e-05
"umbrella";1,24894701404874;0,409232805943977;0,950287643535597;0,311373400507433;0,92815206460016;0,0718479353998415;0,00332156170370379;0,000356611364700506;0,00212938552017846;0,580265191579789;0,000716980485068111
"time";1,57655702272966;0,26512118549133;0,986153321396473;0,165836144126376;0,980017688867814;0,0199823111321882;0,00428453100594297;0,000121163773163413;0,00172378827823971;0,712828079433557;0,000875897972428702
"public";0,616059479842893;-0,187373688719655;0,956726930794029;-0,29098725039671;0,93747227073924;0,0625277292607633;0,000808164159074247;7,47603816378638e-05;0,00212938552017846;0,284797060359264;0,000172713108636671
"network";0,782732770925903;0,614314727357359;0,786654907882969;0,617392950966916;0,692464803193256;0,307535196806745;0,00105611438263869;0,000650527675138763;0,00172378827823971;0,42102388830958;0,000305560631409897
"enhance";-0,540307648747026;1,19630396380074;-0,411612882077346;0,911358785170791;0,220525476784572;0,77947452321543;0,000503229572095636;0,00246698782748846;0,00172378827823971;0,514995937898457;0,000457184533855455
"challenge";0,981188833876842;0,527016341890852;0,880963889901052;0,473183500019186;0,827807369258688;0,172192630741312;0,0019524062618629;0,0005632655133239;0,00202798620969377;0,482703031005809;0,00047252528116446
"write";1,367404400692;-0,663715419526926;0,899625105690192;-0,436663107225594;0,854797122538919;0,145202877461085;0,00341272625335363;0,000804028274804347;0,0018251875887244;0,661999284806827;0,000799875781334973
"researcher";-0,136096449190111;0,362241957165627;-0,351702726611941;0,936111741243387;0,16372118448379;0,836278815516213;2,62939980480827e-05;0,00018627756007266;0,00141959034678564;0,150551964974677;3,21762845475878e-05
"production";0,459247510289637;-0,210499918154774;0,909056218643042;-0,416673482893277;0,868448287051372;0,131551712948632;0,000406333120912327;8,53674807665957e-05;0,00192658689920909;0,22058039083042;9,37394511822263e-05
"kind";1,32397094246219;-0,704659002494038;0,882756495513923;-0,469830788292952;0,830398411714199;0,169601588285805;0,00302162684650495;0,000855937260852786;0,00172378827823971;0,650320241000884;0,00072901836032677
"idea";1,04734085486049;0,497916880068682;0,903133758505156;0,429359306698191;0,859875108338189;0,140124891661812;0,00189086277899192;0,000427363692027441;0,00172378827823971;0,505548037803028;0,00044056377154232
"experience";0,36209680409632;0,288927186887483;0,78165822310552;0,623707000322684;0,685372632471751;0,314627367528249;0,000239307819880536;0,000152364687467944;0,0018251875887244;0,195773265599159;6,99542777753455e-05
"enable";-1,47756869623596;0,230459219065568;-0,988053905904207;0,154108659806775;0,98276213298477;0,0172378670152339;0,00442751825612742;0,000107709291527705;0,00202798620969377;0,667137798107824;0,000902601585204129
"age";0,00694152462282269;-0,665758783687679;0,0104259192841255;-0,999945648626505;0,00015075375815279;0,999849246241847;8,30603315268012e-08;0,000764042880447583;0,00172378827823971;0,253053802465695;0,000110384897385916
"often";-0,798904730848052;0,769612793452394;-0,720186370420734;0,693780651114031;0,599122045084549;0,400877954915455;0,00110020574655382;0,00102100643696767;0,00172378827823971;0,461986639061425;0,000367910984527643
"emerge";-0,0110914808778546;0,963508269223388;-0,0115107948795543;0,999933748605997;0,000183757917987855;0,999816242082012;2,12062068250337e-07;0,00160027571918996;0,00172378827823971;0,36623392952863;0,000231207052255697
"design";0,418896655515847;0,774361767379289;0,475800690062933;0,879553127068306;0,288695131147099;0,7113048688529;0,000284687743666376;0,000972843069201015;0,00162238896775502;0,348962882780598;0,00019756656833672
"creative";-0,699301011757986;0,692020537116827;-0,710797181462119;0,703397019346476;0,586140076587248;0,413859923412756;0,000793383743736755;0,000776949785100729;0,00162238896775502;0,408842015873645;0,000271185226434599
"content";0,185213367016171;0,220901714029378;0,642492026525831;0,766292369693664;0,493670634965681;0,506329365034319;4,8697614936173e-05;6,92725554305046e-05;0,00141959034678564;0,117990149733468;1,97630760573684e-05
"collaboration";-1,66616563764832;0,240887310020915;-0,98970994736578;0,143088154943816;0,985153041239656;0,0148469587603465;0,00534841317273579;0,000111793472566734;0,00192658689920909;0,751377861798595;0,00108769064417152
"technological";0,606327381636179;0,691913292216476;0,659060496307364;0,752089929600903;0,515749485144811;0,484250514855188;0,000559165829023196;0,000728164678481813;0,00152098965727033;0,377902576205429;0,00021721307610429
"read";1,08341640457399;-0,931423462004197;0,758294057044494;-0,651912665202174;0,652358215035069;0,347641784964934;0,00154728091402358;0,00114359619270275;0,00131819103630095;0,600405154582341;0,000475189874816221
"print";0,835132073083772;-0,72124400794522;0,756825885258542;-0,653616538501456;0,650292389037418;0,349707610962585;0,000495043506028432;0,000369230423137112;0,000709795173392821;0,463546066585661;0,000152517206543223
"perspective";-0,852243614858272;-2,34150422641278;-0,342022189139997;-0,939691876167866;0,15521736160384;0,844782638396159;0,00110472395923752;0,0083390418408673;0,00152098965727033;0,968245930614067;0,00142592808074027
"opportunity";-0,592117276914113;-3,3746868566128;-0,172818435220838;-0,984953698631474;0,040949416445018;0,959050583554981;0,000639916006201918;0,0207861696251788;0,0018251875887244;1,30971242434097;0,00313082938760048
"life";0,706429434144501;0,0736569733957341;0,994608164745555;0,103704380917483;0,992222472978694;0,00777752702130857;0,000809641120139071;8,80202754787244e-06;0,00162238896775502;0,317436110726775;0,000163481134688041
"impact";1,05335185669405;-0,0451721375683398;0,999081739623734;-0,0428448077415864;0,998675776858695;0,00132422314130779;0,00191262951510987;3,51742792662556e-06;0,00172378827823971;0,471794941166062;0,000383698837017654
"access";-0,376271985810505;-0,407113723553421;-0,678742314304486;-0,73437651839679;0,542283591999825;0,457716408000174;0,000258411167258575;0,000302509481879898;0,0018251875887244;0,228707668269533;9,54704477241091e-05
"view";1,14184374197998;0,456346220322727;0,928586374296459;0,371116350314772;0,89672885090462;0,103271149095382;0,00185087201737821;0,000295632348330941;0,00141959034678564;0,539719584595872;0,000413522735748202
"order";1,06537386036117;-1,13135017284238;0,685560436128992;-0,728015719895269;0,551548186096975;0,448451813903028;0,00195653669233365;0,00220636834628254;0,00172378827823971;0,642099570381927;0,000710703872524755
"mode";-1,77916097521466;0,516252000989891;-0,960386484337674;0,278671492444999;0,942767848281352;0,0572321517186519;0,00481456161386148;0,000405368274983877;0,00152098965727033;0,820171993378056;0,00102314251478666
"environment";-0,137008833396991;0,44467511162839;-0,294450448940391;0,955666747940307;0,116345995080529;0,883654004919473;3,04545454127835e-05;0,000320804631761056;0,00162238896775502;0,179789747297627;5,24426740755945e-05
"communicate";-0,269688562978881;0,536817098875042;-0,448917328081745;0,893573294446486;0,259286689535522;0,740713310464481;0,000125374432876439;0,000496748545929677;0,00172378827823971;0,237063390004119;9,68752651555637e-05
"broadly";1,26233492305734;0,403343629146633;0,952556259393743;0,304362567819699;0,93143594342216;0,0685640565778421;0,00258525971684474;0,000263940106547437;0,00162238896775502;0,58545048969072;0,000556077511059183
"seek";-0,984878790053484;-0,728341375572227;-0,804024909937071;-0,594595614010635;0,717196463085531;0,282803536914469;0,00127862715516769;0,000699275509208657;0,00131819103630095;0,520542013905293;0,000357182300459087
"result";-1,41403664036021;0,268137694008528;-0,982491824171797;0,186305704248618;0,97472910340523;0,0252708965947739;0,00283847035935272;0,000102065455412184;0,00141959034678564;0,641077846044262;0,000583424383050345
"online";1,50599486701377;0,296160611434977;0,981206877144169;0,19295871124411;0,972872738752295;0,0271272612477067;0,00344963578301332;0,000133407687739109;0,00152098965727033;0,683419784881989;0,000710397387499712
"interpretation";-0,26924525564676;-3,16334650690324;-0,0848074220211703;-0,996397361081473;0,00994760340843222;0,990052396591567;9,55596329291985e-05;0,0131908228143967;0,00131819103630095;1,20831704234503;0,00192459855735944
"digitally";0,878953892356661;0,571988237434204;0,838152338308716;0,545436208724386;0,766083680386119;0,233916319613882;0,000861707502918087;0,000364923543033255;0,00111539241533158;0,449490027777884;0,000225355316952889
"century";0,306438219843648;0,823830852476976;0,348630286992281;0,937260328292882;0,161001100677129;0,83899889932287;9,52183964519813e-05;0,000688194355600225;0,00101399310484689;0,341838190587656;0,000118488489702132
