"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,204643668015799;23,6359598255753;23,6359598255753
"facteur 2";0,177592500415045;20,5116007049356;44,147560530511
"facteur 3";0,148250477149475;17,1226520517451;61,270212582256
"facteur 4";0,12933432816166;14,9378723228356;76,2080849050916
"facteur 5";0,113239134532456;13,0789076468538;89,2869925519455
"facteur 6";0,0927548174827331;10,7130074480545;100
