"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"think";-0,688074679580347;-0,535421664189114;-0,233561770951379;0,445561554845191;0,223810630058962;-0,217879500848935;-0,652867530409103;-0,508025407707013;-0,221610969163991;0,422763227000932;0,212358771020345;-0,206731123622755;0,505576866054869;0,265664931434521;0,042200475831436;0,133982155970629;0,0295989080829936;0,0229766626255535;0,00367786855261034;0,00222698314213881;0,000423768400787495;0,00154219919442065;0,000389122613352267;0,000368771876851922;0,00776828320941072;0,437765100251222;0,00148870045609337
"humanist";-0,689328306922464;-0,836460872250445;0,0419863240810261;0,40581307007246;-0,47426794771978;0,206212728291269;-0,543479320150357;-0,659481384440201;0,0331028025949547;0,31995060875386;-0,373921713655731;0,162581968929205;0,356884432141824;0,456029512282747;0,000959155173288025;0,0781705087508031;0,0934805281941953;0,0144758634571422;0,00295302594879337;0,00434816782656027;1,09554632061779e-05;0,00102345110189009;0,00139785648974837;0,000264268849331086;0,00621462656752858;0,521989139049777;0,00169331583975274
"human";-0,647864077790359;0,354682905386398;-0,731095888356533;-1,17167093908898;0,55261410851787;-0,473239096219272;-0,375160422771934;0,205387199717217;-0,423357694870394;-0,678482694020347;0,320003762654032;-0,274039857272778;0,204325320074692;0,0531448533025212;0,18849544449153;0,422358466109761;0,0822614867450497;0,0494144292764474;0,0025618724315851;0,000767839083956664;0,00326240882126851;0,00837917028329936;0,00186394733229553;0,001366944658803;0,00610365109310842;0,648368581888385;0,00256586394283626
"teach";1,2155377619803;0,173818808425446;1,08810435817065;0,526759728204837;1,86901531267403;-0,168052879822088;0,477116344841611;0,0682264238385847;0,427096870549562;0,206760895458651;0,733615838460875;-0,0659632125539184;0,329615876646977;0,00584912710677939;0,191341907758247;0,039121170615247;0,431216292094438;0,002855625778311;0,0111499477809795;0,000227997171795144;0,00893463926427223;0,00209392466602747;0,0263609854902543;0,000213121783189635;0,00754633226057041;0,957775116866833;0,00692250092833988
"application";1,69296733912614;0,576707247939654;1,71527244224421;0,714991465981113;0,815764511234769;-2,29212226670818;0,477481761892401;0,162653576639276;0,483772656991124;0,201655033162607;0,230076899365776;-0,646466445682022;0,342889504538846;0,0345298078949884;0,254988762607865;0,0386522027425877;0,0440539524330251;0,284885769782689;0,0174939088474233;0,00203002094555955;0,0179579153603077;0,00312026454371548;0,00406180729979531;0,0320675115641626;0,00610365109310842;1,30788825400904;0,0104407327348369
"understand";-0,804546910751289;-0,357456013956102;0,442705378036477;0,413241558081103;-0,160439221404409;0,156762733641191;-0,736863919432241;-0,327384812431084;0,40546252263783;0,378477364204384;-0,14694217569528;0,143574974669773;0,626333695294232;0,107293783474328;0,137382184343193;0,104430297161355;0,0137823208063239;0,0107777189205686;0,00359169754521942;0,000708993463063948;0,00108749335113983;0,000947556238626667;0,000142829562561609;0,000136358643095433;0,00554877372100766;0,459883300073102;0,00117352485676466
"culture";-0,249703667514555;0,496544502605544;-1,32845605853671;-0,0842589953923805;0,549405084762222;0,653712884388334;-0,148960986476881;0,29621414724909;-0,792491864218546;-0,0502647926565531;0,327748183341459;0,389973111329883;0,0324750153715768;0,111440278743131;0,665873450347213;0,00233694007808147;0,0869927584670435;0,100881556992956;0,00027678136309053;0,00109446872963173;0,00783396071229783;3,15151628211439e-05;0,00133989988752673;0,00189697274537927;0,00443901897680613;0,626829452385869;0,00174415786207244
"knowledge";-0,49048800421846;-0,226804345336596;-0,464571862176968;-0,839490469376311;0,471859223244763;0,571310233393323;-0,36954747953416;-0,170880782905352;-0,350021528056624;-0,63249576826101;0,355512031171681;0,43044122377464;0,207733682122319;0,0385459887852434;0,13500620554563;0,38458928335717;0,106383252799444;0,127741587390195;0,00109463075946849;0,000234052674909115;0,000982011721250648;0,00320658241872379;0,00101306139041252;0,00148509718055457;0,00454999445122628;0,486826360865532;0,00107834825557393
"create";-0,678050263972016;0,146020864921911;-0,00573165421932008;-0,510682074021068;0,504269534999256;-0,372324241625665;-0,636500998667593;0,137073062702824;-0,00538043243762401;-0,479388722912528;0,47336912863132;-0,349509120805638;0,543029081477611;0,0218552336258469;2,81097551490012e-05;0,194677623820298;0,166196932067237;0,0742130192538604;0,0027041243485788;0,000125410157430339;1,93224790229945e-07;0,00153392493380339;0,00149564437778309;0,000815352687583254;0,00588170014426812;0,416245451548157;0,00101906498996006
"humanistic";0,248900211814707;-1,3851042261773;-1,53131459174779;-0,242454970168055;0,134513121012304;0,191800837191969;0,118135383405744;-0,657411328111626;-0,726807081006452;-0,11507628157727;0,0638438955436551;0,091034335704318;0,0177539435191798;0,477128677972363;0,486822824408413;0,0106468708043145;0,00286927272770975;0,00477841056802022;0,000336878754481067;0,0104324905283916;0,012751225675961;0,000319657775541054;9,83903236598679e-05;0,000200043335504324;0,0054377982465875;0,845039490563438;0,003883086815001
"text";-1,88687300279511;1,65946447472155;-0,435583339633067;-0,0220405277158109;0,134576369061281;-0,255473942296796;-0,735149194773143;0,646548003251419;-0,169708687820267;-0,00858726378439415;0,0524326275294304;-0,0995358260395884;0,581039103895;0,390015843582739;0,0224316039780303;5,01048189525597e-05;0,00163552001512568;0,00482782371015281;0,0181748227188041;0,0140579100845292;0,000968561858309979;2,47986945417885e-06;9,24533080731364e-05;0,000333179338459956;0,00510487182332704;1,11979660309187;0,00640122560044613
"mean";-0,642196692566975;-0,610699392723648;0,379177809552188;-0,329794949804529;-0,032624269304172;-0,601404068837202;-0,542626978624698;-0,516013193710136;0,320387992557867;-0,278661723502184;-0,0275660228202049;-0,508159068059506;0,384183214870466;0,301497381111674;0,0970254962127129;0,0640332815938158;0,000548633186410497;0,152711993024922;0,0021053338396873;0,00190388108096321;0,000733957087760802;0,000555229897920574;5,43333432371906e-06;0,00184636502992357;0,00510487182332704;0,468703317037502;0,00112145253273666
"information";0,912585562756458;0,692246049576389;0,377781659580217;0,112231450039309;1,28040579252364;2,11912734672033;0,331084654140117;0,251145813891235;0,13705861149589;0,0407173993720355;0,464529274051011;0,768816178231614;0,193559586802979;0,0966528759375535;0,0240296268694453;0,00185017218113504;0,210843874848824;0,473063863360066;0,00406655709815414;0,00233991811106216;0,00069688549793231;6,15047751224879e-05;0,00800525088394579;0,0219277362458318;0,00488292087448674;0,938351184274727;0,00429942621033297
"datum";-0,004950330162821;-0,0609691649502174;0,378085874345675;-1,55262766446489;-0,872376782193506;0,108862635015633;-0,00271266823380535;-0,0334097144154612;0,207182451928332;-0,850804614195909;-0,478042616781159;0,0596542457052946;1,19143605314538e-05;0,00156837247407465;0,0503478697211942;0,740717401467658;0,204742892515664;0,00261154946087498;1,22379268942636e-07;1,85635066432923e-05;0,000713872131515703;0,0120385495395379;0,00380056112029335;5,91830316962175e-05;0,00499389634890689;0,648780744943182;0,00210201314786443
"methodology";1,1312378793943;-0,137016370153719;-0,233814083553889;0,0594555371913802;-0,908619250612674;-0,971084301748345;0,639897109337467;-0,0775048120208115;-0,132259499892836;0,0336316764810254;-0,513970441183189;-0,549304482223023;0,575900377106705;0,00733180171770309;0,0178229097133791;0,00100540166397709;0,205589808761972;0,192349701036265;0,00710076095758807;0,000104169824048945;0,000303346052980496;1,96146981617778e-05;0,00458100622896425;0,00523251981523733;0,00554877372100766;0,674340763448807;0,00252322419958228
"definition";-0,762022892947776;-0,398625594812851;0,282983620486923;0,623642257407873;0,521882126708572;0,360412722549842;-0,600399900757943;-0,314078185550804;0,222963560844249;0,491369423309187;0,411192340785285;0,283970160022024;0,471338747120171;0,111931874432672;0,0470887856965226;0,199518731656593;0,122332030000352;0,0477898310936907;0,00302873241601325;0,000828810470255829;0,000417683640528541;0,00202859774337643;0,00142059314686045;0,000677524640668305;0,0052158472977472;0,502112002577835;0,0013150009729484
"approach";0,239855119167656;0,472029721368067;0,28599750009528;-0,352770438780754;-0,920198224242425;-0,958571646660886;0,159824994800724;0,314532156016672;0,190571496344832;-0,235064958128216;-0,61316463419895;-0,63873437004532;0,0451636180824622;0,151794397439598;0,0465171399345007;0,0617434102257177;0,367833901870451;0,326947532447272;0,000261763356545128;0,00101379362690572;0,00037216483991685;0,000566233079744778;0,00385277501363393;0,00418080608956483;0,00454999445122628;0,510568226630824;0,00118609216245064
"term";-0,726461932528411;-0,566685711087737;0,693666374756447;0,109799256237131;0,111833110035221;0,584685882227212;-0,557749788543837;-0,435079694306815;0,532570609025336;0,0842996848236578;0,0858612002658578;0,44889953977601;0,398451640618975;0,210407264750739;0,263177628904602;0,00575260020672804;0,00522503171958564;0,11698583379937;0,00240124564598041;0,00146115198104445;0,00218933465965795;5,48541719542018e-05;5,69051630791411e-05;0,00155545009609459;0,00454999445122628;0,520624027761771;0,00123327316719548
"inquiry";0,716761108552343;-1,36987909175073;-1,97568458254596;0,540828734422937;-0,165890831983056;0,388298148937793;0,275586948044518;-0,526703797933551;-0,759629502641587;0,207942839749532;-0,0637832431883932;0,149296467847192;0,0980735547257786;0,310880754032609;0,539803954535973;0,035288895636846;0,00290700683133042;0,0130458342374615;0,00245157018416678;0,00895488350001995;0,0186264755851205;0,00139577360548587;0,00013132283096763;0,000719492226850095;0,00477194540006659;1,03537489376774;0,00511553105512334
"computational";1,19809883289111;0,91413788579313;0,923194456286687;0,858638140431517;0,69267813621916;-3,54508841290913;0,291370349037804;0,222312773821416;0,224515276681238;0,208815573312088;0,168455109695758;-0,862143939950805;0,155928053820584;0,0787750514180586;0,0670692009649387;0,0506144847034022;0,0288403254987994;0,618772883594217;0,00637194901065386;0,00370945765949321;0,00378332262398611;0,00327270871691796;0,00212985462388658;0,0557880450797584;0,00443901897680613;1,37255473279152;0,00836269667965108
"scholar";0,53936517326751;0,210196726369401;0,475703052203917;-1,51272564874041;-1,9342514506072;0,2705860563196;0,208932710511989;0,0814234473372723;0,184272053558223;-0,585981234453163;-0,749266764739133;0,104816330337228;0,0719577067979462;0,0094839601294821;0,0405490960790787;0,357723403558826;0,512077395800278;0,00820843763438802;0,0014205139014417;0,000215740451244276;0,00110497273671617;0,0111737777258586;0,0182686118814501;0,000357511908831665;0,00488292087448674;0,909585229151526;0,00403986158250893
"cultural";-1,03801139618443;1,54029212149395;-0,975985955236244;0,586045664193016;0,0957035985103114;-0,525013912766079;-0,462791243836566;0,686730135524634;-0,435137567709853;0,261284994436346;0,042668883556605;-0,234074348907578;0,25817052340577;0,493327028775462;0,165343579944704;0,0520092781845541;0,00121438719068338;0,0299352024988266;0,00442418192969964;0,00974170384228652;0,00391125265101331;0,00141023551872367;3,76084357351511e-05;0,00113180174432628;0,00410609255354567;0,924161665119371;0,00350691010778157
"science";-0,636137574452671;1,12522540351181;0,0527188757118105;0,691628294342398;0,305876089201016;0,161030548507983;-0,42208704057469;0,746604318973612;0,0349797828728612;0,458905984586551;0,202953478081371;0,10684623954234;0,216252292992532;0,587170179680901;0,00107594158192805;0,161554711310232;0,0276660980400225;0,0062807763943844;0,00134725673165196;0,00421528867620126;9,25295701803571e-06;0,00159255253868042;0,00031148656734516;8,63306099859563e-05;0,00332926423260459;0,618827840215621;0,00127493473252446
"thing";-1,85679421818324;-1,99175582412578;0,712472908205971;1,75685746069339;-0,0800961222804188;0,0636966148223772;-0,559351125266494;-0,600007717910127;0,214629342887997;0,529245614806574;-0,024128606007224;0,0191883262171204;0,374171054194032;0,373629483282798;0,0399095779927627;0,211705037336749;0,000385268807971804;0,000199578385686627;0,013391295849934;0,0154087442240443;0,00197165881394535;0,0119885900346011;2,49182785653749e-05;1,57589674724292e-05;0,00388414160470536;1,37318116251535;0,00732404035934364
"intersection";1,11637262229162;-0,333238636645738;-0,0975214991719913;0,846837342498018;1,61308640835568;0,966181752077077;0,470932864604684;-0,140574054414192;-0,0411386646793031;0,357231561929718;0,680467603713221;0,407576046876196;0,339984166387528;0,0262891984872709;0,00187948499658947;0,123639100869457;0,392784038164623;0,115424011094531;0,00553229533593281;0,000492944130300788;4,22170360703705e-05;0,00318336914726048;0,011550539388844;0,00414385607833417;0,00443901897680613;0,866121834857171;0,00333000569444613
"history";-1,64523221016298;1,77387472897358;-0,353629475766849;0,498338207759485;0,0599559910783275;-0,299203444663151;-0,65444171498535;0,705613233577307;-0,140667000779969;0,198229349823229;0,0238493395537521;-0,119017372894419;0,472588019858108;0,476760761683964;0,0158169595462662;0,0274026253435061;0,000347289540535505;0,00708434402762041;0,0117151006535294;0,0136187582520866;0,000541238313074502;0,00107483051861108;1,5558108287781e-05;0,000387458145670127;0,00432804350238597;1,08264233430007;0,00507296221692701
"social";-0,497997981295033;0,737638552727491;-1,39486527770372;-1,04338917064526;0,161563134165284;0,104673334321112;-0,253360053663714;0,375278917431479;-0,70964773932145;-0,530831742689752;0,0821964061696539;0,0532533114527735;0,0874132706635269;0,166431577717816;0,496803356112774;0,242510392916308;0,0050910220085121;0,00175038058106502;0,00079814201440949;0,00175110513812311;0,00626166076410617;0,00350362533361161;8,4005853214735e-05;3,52612030428454e-05;0,00321828875818444;0,761970316078235;0,00186853447064106
"art";-0,562305311523745;1,50645028336494;0,0054928241181898;0,507021147538893;-0,0516523144717033;-0,495450033031514;-0,319841929692869;0,856876070247587;0,00312434442538815;0,288396034859586;-0,0293800815947563;-0,281814330015454;0,123471001198686;0,769053433379748;8,53512276972844e-06;0,0634436624396381;0,000576498791104682;0,0434468690680529;0,00133338319919843;0,00957018237016;1,27233651997333e-07;0,00108408355054521;1,12509755222264e-05;0,00103516678934361;0,00421706802796582;0,723917135481161;0,00220997988277033
"community";0,389914130474169;0,692650933518393;-0,378794411982388;-0,635081345746501;-0,0635662664810245;0,484281607893911;0,327533918557694;0,581837529642834;-0,318193182518089;-0,533478182804727;-0,0533966499836606;0,406804063566559;0,146783501160189;0,401970750008679;0,100356200277696;0,246101072696516;0,0021586932441185;0,102629782612802;0,00059051781378537;0,00186347642322013;0,000557316860417035;0,00156658429142509;1,56945353680814e-05;0,000910942586954933;0,00388414160470536;0,46039384483453;0,000823292335218427
"person";-1,0607956046145;-0,65416787222041;-0,0719681320968715;-0,608242943934452;1,05906900933895;-0,0169922756895936;-0,607382144594893;-0,374558381865376;-0,0412069565761178;-0,348263041545948;0,606393544023069;-0,00972930582008174;0,477828590040457;0,157693372348735;0,00159326112069663;0,0992837945643232;0,2635454107017;5,55712240900393e-05;0,0038712581020811;0,00147220106052677;1,78184189504933e-05;0,00127274928911636;0,00385866631481611;9,93325982293388e-07;0,00344023970702475;0,694216292035448;0,00165797625834545
"include";-0,497108729792449;0,810986686478599;0,481875294900192;-0,634721798165714;-0,415739483912762;0,112041561323491;-0,378460889902543;0,617423763996162;0,366863307763917;-0,483229044628994;-0,316512516517141;0,0852999484081942;0,184135768735758;0,425293885936649;0,125343694152989;0,18972200531691;0,0712649778739293;0,00423966798376398;0,00104210957618053;0,00277356313555992;0,000979219220256975;0,00169893762296474;0,000728875163954488;5,29381684191118e-05;0,00421706802796582;0,524060547233798;0,00115817327403679
"develop";1,65923275110633;0,295927702554041;0,292441320733034;0,261303475014849;-0,484146370100344;-0,774583845395089;0,847960538365749;0,151235571867628;0,149453836180505;0,133540659200882;-0,247425815555036;-0,395855574881031;0,825304643884929;0,0227822818914369;0,018572695022333;0,0129361647050895;0,0388822381450112;0,0815219763512021;0,0119153345434926;0,000379020641484586;0,000370142616447805;0,000295516672526756;0,00101448347570439;0,00259674011855895;0,00432804350238597;0,826226885499319;0,00295454264638267
"build";-0,898859488237538;-1,78823713110661;0,664425696555365;0,274314889173263;0,238317921849768;-0,400717481105701;-0,412867653552161;-0,821380068827535;0,305186608014177;0,125999387122736;0,109465119388648;-0,184059119724975;0,199266660745091;0,684427665508796;0,0788754151155858;0,0117291162381207;0,00775108795585787;0,0179500544365494;0,00251054873251029;0,00993654167549826;0,00137175920261972;0,000233821155900555;0,000176481199921672;0,000498955275838812;0,00310731328376429;0,910906164883798;0,00257829332529715
"analysis";-0,677847566197097;1,23479296447983;-0,0538384189289405;-0,351447726201745;-0,484828976334303;0,598198904220395;-0,412257306540169;0,750983623836143;-0,0327437652399456;-0,213745538405414;-0,294866129028912;0,363816116376633;0,213207912501264;0,613979455045307;0,000974364874194547;0,0362223157189443;0,0603551872946532;0,0752607645656373;0,00163170284496488;0,00541458631496223;1,02934647973121e-05;0,000438630133844861;0,000834745573342336;0,00127077369085955;0,0035512151814449;0,664093971412079;0,00156615977047029
