"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"life";-1,49834431594452;1,13085984863728;-0,986958806590273;-0,871869536718611;0,672418745388695;-0,263277447413061;-0,623251403689509;0,470392539644663;-0,4105354523959;-0,362662911863121;0,279699347119998;-0,109512904953722;0,46553137306669;0,230128064422343;0,146326015389393;0,0996194666173086;0,0518804290381405;0,00651465146612825;0,00249143900690629;0,00141920319305286;0,00108099843070258;0,000843587270067613;0,000501772244090675;7,69226659819524e-05;0,00110975474420153;0,993427786687849;0,00109521558912831
"impact";-0,986575336905635;2,07616792130177;-0,71755095619952;0,734651053612009;0,0209463091121996;0,554998704784099;-0,382667918823023;0,805293653562781;-0,27832008442413;0,284952784881686;0,00812454985964829;0,215270128255313;0,174809132978486;0,671823008396398;0,0669895242107616;0,0612606106270992;4,3603048748508e-05;0,0250741207385074;0,00183626958402374;0,00813206581250944;0,000971362708981063;0,00101821184105482;8,27734292776035e-07;0,000581112036322768;0,0018865830651426;1,06744953113876;0,00214966424658552
"access";0,66496207868825;-0,296730209439376;-0,249971488247808;-1,54931310234769;0,93307286272278;-1,18982232036583;0,28940452785362;-0,129142802146118;-0,108792490356641;-0,674291423906253;0,406091595210967;-0,517833990675739;0,137994343946997;0,0238461001986203;0,0141268803830443;0,473436148860266;0,150347729928998;0,200248796682074;0,000785128515979843;0,000156340148163686;0,000110950163021771;0,00426211712636775;0,00154588830034346;0,00251368710072706;0,00177560759072245;0,809776915071527;0,00116433452834581
"view";-0,974167915548663;0,606223549156812;0,38651065179741;-0,210603258447073;0,439251171933463;-0,258818902757938;-0,732191563263878;0,455641949462592;0,290504166520715;-0,158290913270307;0,33014431815106;-0,19453013591178;0,61571158927579;0,206919585876743;0,0702150819382048;0,0181867608922428;0,0692681792623474;0,0196988027546733;0,00147442501249384;0,000570979678363328;0,000232101517627347;6,89104710419872e-05;0,000299764985975906;0,000104075146148876;0,00155365664188214;0,561622260909545;0,000490053700509164
"order";-1,24189856552514;1,41699144786027;-1,76307506272873;0,813374597060377;-0,0758620503377099;-0,293606105571208;-0,456156717637459;0,520469373038507;-0,647587939859419;0,298757319401413;-0,0278645815656165;-0,107843266039241;0,25718118963993;0,290554575380857;0,375496889544485;0,0697210082943151;0,000531024223531291;0,00651531291688224;0,00273854097801071;0,00356517991487587;0,00551935843181165;0,0011747033361769;1,02187116749594e-05;0,000153065444862841;0,00177560759072245;1,10781101931087;0,00217910598958002
"mode";1,74352949666845;0,151861532122339;0,519177247552576;0,260390001113445;-0,505155507439872;1,87393219103504;0,651264335700899;0,0567251658346807;0,193929397744308;0,0972640390784002;-0,188691826898893;0,699973935557131;0,604247752445934;0,00397812394603987;0,0388137440120677;0,00851766494441473;0,0280675729441386;0,316375141707408;0,00506030702322654;3,83896209164533e-05;0,000448693287719901;0,00011286697261102;0,000424784297020588;0,00584555852280108;0,0016646321163023;1,01466091828174;0,00171379998738489
"environment";0,348070457797421;0,821542116160016;0,128870278748117;-1,33553635361993;-0,774168588404828;0,0111834699284254;0,1947047690502;0,459556863872213;0,0720878698521737;-0,747076608957878;-0,433056907975251;0,00625584527734101;0,0556292851488092;0,268939829638755;0,00552423918922227;0,51760215818652;0,152278458658137;2,60291785549536e-05;0,000174785214369879;0,000973710890258663;2,39593978115666e-05;0,00257324887070528;0,000864652207584665;1,80436133095099e-07;0,00144268116746199;0,667597313870595;0,00064298304908823
"communicate";-0,849689494690837;-1,14937499609953;-0,117045108371515;-2,43072667686473;0,592138660645822;-0,000774185621215704;-0,294651288506199;-0,398574803729634;-0,040588346932032;-0,842915855521059;0,205339033168945;-0,000268468413767054;0,124339316550788;0,197441198667006;0,00170919771212706;0,643095888359609;0,0334143519244235;4,67860460552215e-08;0,000640969692498475;0,00117284464024751;1,21625190488956e-05;0,00524552851192708;0,000311289040889072;5,32117080099563e-10;0,000887803795361225;1,09007195546278;0,00105493895735118
"broadly";-0,861958764213547;1,140085981034;0,299394842532548;1,26891901949931;0,538131002477338;-1,02772556286404;-0,382117824830451;0,50541533224027;0,132725729749236;0,562528737740101;0,238560655889481;-0,455604459179171;0,206813536996756;0,313983989850853;0,0180755866086689;0,283262638640048;0,0446046605467642;0,13325958735691;0,00107187302692921;0,00187519127443716;0,000129318003834887;0,00232294098486428;0,00041777879100593;0,00152378846114025;0,00144268116746199;0,857425044197487;0,0010606270317858
"seek";0,715632517383777;0,11987020267537;-0,914621885405469;-0,525448571748241;-2,74523898519061;0,334303085000111;0,234826502923717;0,039334015455196;-0,30012255400642;-0,172419848976385;-0,900818303979403;0,109697676475323;0,0926768606634768;0,0022565240760324;0,10966603670351;0,0315767270906541;0,754657212762889;0,00916663870343616;0,000738840161933365;2,07296916394013e-05;0,00120685068387687;0,000398318790387245;0,010872531585344;0,000161231959197391;0,00144268116746199;1,06341691685656;0,00163146398931721
"result";1,34505820323173;0,521157957914323;-0,180872164584995;0,052543463355393;1,49188122158135;1,55879442201363;0,516878680355332;0,200270469260151;-0,0695055169501822;0,0201913909265645;0,573299798629621;0,599013189064835;0,410874469934468;0,0535293610729629;0,00538230447803308;0,000396259687634594;0,279700811761847;0,250116793065055;0,00220852261357127;0,00033155718433822;3,99358716167214e-05;3,37021095940237e-06;0,0027169909413359;0,00296617917557527;0,00122073021862168;0,949261035828475;0,00109999574470799
"online";-1,67599601256243;-0,309428487406614;0,37819088335644;-0,687302947167519;0,199825809417433;-0,101815938233782;-0,886979085647688;-0,16375730895305;0,200148091884134;-0,363737941541731;0,105752825422836;-0,0538835457376109;0,845816518342607;0,0250194120407607;0,0311996771364615;0,0898963611657684;0,00665321552036777;0,00141481579403581;0,00436416345330732;0,000148756391461817;0,000222216937027516;0,000733924622860084;6,20380598746703e-05;1,61059587057988e-05;0,00155365664188214;0,824392544564615;0,00105590089285008
"interpretation";0,322157910495051;-1,57714360851003;-2,4635160101974;-0,344503115237883;0,91991476463002;0,340687085106666;0,103220372363689;-0,505321599246958;-0,789318007140449;-0,110379843787357;0,294743482790948;0,109157176150576;0,014305868124833;0,297540034301448;0,60601752611877;0,0103389973640324;0,0645461029588944;0,00725147113202072;0,000149729702677726;0,00358849911266593;0,00875550379785663;0,000171220858207955;0,00122085909048895;0,000167448670453911;0,00144268116746199;1,21845879437921;0,002141864813761
"digitally";-0,981999482691373;-1,70464070418595;1,22052052292512;1,40939850988361;-0,985755259663622;0,698798165554642;-0,330914847566481;-0,574430973461723;0,41129182847285;0,47494005982602;-0,332180471822065;0,23548147683386;0,146562348478338;0,383258607105196;0,164016620291271;0,190802039834181;0,0817215007316558;0,033638883559358;0,00117717820708771;0,0035471977842685;0,00181848560822278;0,0024248635840954;0,00118619995022744;0,000596105608479399;0,00122073021862168;1,16037725390866;0,00164368317448391
"century";-1,97048779004708;0,276629001358505;0,0487743450752152;-0,136762893690081;0,438847608301446;-0,218911698586013;-0,959111824775936;0,13464592250661;0,0237403405104191;-0,0665677347463273;0,213603927170997;-0,106552702207109;0,949098546241352;0,0162325048091381;0,00042125444195918;0,00288945459481054;0,0260489074979839;0,00530933241475846;0,00258538816827741;5,09534598108558e-05;1,58402179836833e-06;1,24541709624798e-05;0,000128234750845788;3,19092210261769e-05;0,000665852846520919;0,914991900652321;0,000557458780330272
"wide";-2,04136763451062;-0,436438808875674;0,296000178732014;0,854976800219769;0,0701591058321041;-0,191902296911692;-0,893652623577307;-0,191060483172695;0,12958044980792;0,374284498145919;0,0307136587916603;-0,0840093612764454;0,854394623564682;0,0338913673845354;0,013013610141552;0,0947196790385572;0,000558447534487061;0,00342227233618814;0,00554945975260567;0,000253661747499035;0,000116678866908513;0,000973457324044881;6,55505510752686e-06;4,9042048465187e-05;0,00133170569304184;0,99905897852725;0,00132920054499067
"source";0,735071553953808;-1,25496017869381;-4,07550752735542;-0,702953769173625;0,683384686093918;-0,208238318989785;0,165489769617525;-0,282534495769997;-0,917536256366847;-0,158258956813916;0,153853286327733;-0,0468815739771174;0,0371869758562091;0,0940627842853818;0,82811912808138;0,0214931790408981;0,0177852651261319;0,00135266760999808;0,000839487587620567;0,00244689276456563;0,0258058664385118;0,000767730110124923;0,000725580380493571;6,73715198024279e-05;0,00155365664188214;1,72438144655777;0,00461978462160222
"philosophy";-2,0010044743069;3,21301290379359;-1,05596174321076;0,686507877916861;-0,120382949763226;-0,356265935350419;-0,499389843137016;0,801870275966509;-0,263535927116489;0,17133148169695;-0,0300439220254379;-0,0889131393028664;0,283289176075913;0,633847981654513;0,0571515507145347;0,0210736815184308;0,000567364362501093;0,00407024567410767;0,00666521846553581;0,0171847496170416;0,00185615670257136;0,000784529574589798;2,41239395078717e-05;0,000211284124999071;0,0016646321163023;1,70071767344013;0,00481484952516638
"pattern";-1,98107090389521;-0,965025707564028;0,509599726072345;-0,127385755579556;0,523971752883279;-0,162734895216174;-0,849934736094615;-0,41402297538682;0,218632512264739;-0,054652046192714;0,224798513083124;-0,0698178141665648;0,770274368652594;0,158616909454582;0,0369233900234087;0,00201280935594225;0,029816687085391;0,00235583542808383;0,00435538999695946;0,00103348642354839;0,000288194296762856;1,80081353063747e-05;0,000304679167483715;2,93892421718114e-05;0,00110975474420153;1,02111922266266;0,00115712403383774
"offer";0,844038512512449;-1,33205187572367;-1,18672520190482;-1,20519868233477;-0,619446973242493;-0,559591384153181;0,343308216365217;-0,541805079722462;-0,482694221107106;-0,490208211905445;-0,251956791501947;-0,227610846115435;0,15675476378853;0,338816700137712;0,22448862514427;0,20198960383782;0,0467199878888326;0,0312303192028347;0,000948708481550407;0,00236292824275079;0,00187546337343607;0,00193430766472284;0,000510994854279373;0,000417013672913292;0,00133170569304184;0,964386328875124;0,00123854088290477
"nature";-0,754605605516244;1,16750868522384;-0,465428053405442;0,591634509911061;-0,717875704650855;0,437058682173984;-0,421473556641736;0,652094331627405;-0,259957805237121;0,330448514166037;-0,400958625610653;0,244112521680776;0,227569868753891;0,472738807730576;0,062715892438242;0,0884091472831067;0,113964987243469;0,0346012965507145;0,000821505388790921;0,00196648483974589;0,000312518316242163;0,000504983699159928;0,000743479287011818;0,000275581377386258;0,00144268116746199;0,715585947156969;0,000738744004105092
"mind";-1,45385929728929;1,69109371369042;-0,911763651070575;0,709570377673077;-0,546761177174499;-0,206700571272438;-0,563783267904175;0,655778961564036;-0,353567289293557;0,275159987681343;-0,212025196527141;-0,0801551592832347;0,370780267097928;0,435344956570654;0,105641411165204;0,0558185191191412;0,0290178630400417;0,0033969830070311;0,00328397469630487;0,00444314407710193;0,00129157489466093;0,000782250770413449;0,00046446221153184;6,63801760404983e-05;0,00155365664188214;1,08009816269941;0,00181251454610286
"electronic";-1,49326930539288;1,34487528006929;-0,142808636255369;-1,18036733485362;1,16749912139375;0,300350742449063;-0,568252758565301;0,51178249299418;-0,0543447864400528;-0,44918019256712;0,444283287655211;0,114296287560074;0,406173368799916;0,285907469130042;0,0026911747596064;0,160392860803559;0,137387279408893;0,00744784709798631;0,00296950822562895;0,00240864212931944;2,71592141903696e-05;0,00185542165600637;0,00181518703600733;0,000120133927630278;0,00133170569304184;1,05994070654487;0,00149613712314839
"combine";0,486955309797608;1,12439506707791;0,0413876665401117;-0,876128123341135;-3,43381048203158;0,4407825491535;0,128970252114611;0,297796352888594;0,0109615352388953;-0,232042782322203;-0,90944568150509;0,116741383343115;0,0281179235034185;0,130097576726468;0,0001471447273281;0,0575248872286405;0,773670268424207;0,0104421993899364;0,000368411567235732;0,00196423257531548;2,66131896381053e-06;0,00119258759728439;0,018319250024541;0,000301858792468717;0,00155365664188214;1,31370132811337;0,00268131800164417
"year";-1,74419612926179;-2,02030490077449;0,200383190804339;1,90822763068405;-0,276943506006683;-0,134512371708058;-0,528298637952159;-0,611929076908894;0,0606939580901632;0,577982052178805;-0,0838832712436701;-0,0407423807270789;0,339330565142546;0,395086771649338;0,00324453682489778;0,256689558937511;0,00473383313822098;0,000914734307486849;0,00371373005334036;0,00498257139196844;4,90164970287661e-05;0,00444508485135576;9,36272068263248e-05;2,20873776015751e-05;0,00122073021862168;1,35451239600068;0,00223967840862442
"space";-0,840143517731498;-0,522736993399016;0,210112950335267;-1,85847274494825;1,72035877177533;-0,293401162657358;-0,306310126700634;-0,190586050239971;0,0766056311574238;-0,677585448152809;0,627230112750167;-0,106971898742199;0,145999298878923;0,0490497265106008;0,00661526488840557;0,451514499414308;0,338750613836852;0,00807059647091047;0,00109663476033821;0,00042454283650536;6,85899818644175e-05;0,00536620721473942;0,00459825549336817;0,000133745354731068;0,00155365664188214;0,99466595074027;0,00153712628452654
"software";0,594191211843488;-0,729765869062978;0,586846940996303;-2,95431149047024;-2,23718684804922;0,502078676275032;0,152331409008381;-0,187088366278077;0,150448575496219;-0,7573899159443;-0,573542351326669;0,12871673405056;0,0373038476612764;0,0488308839682486;0,0263601974508866;0,582813023101743;0,292619945771088;0,0120721020467557;0,0004309949127236;0,000650109916784118;0,000420406464734647;0,0106544801032038;0,00610976083941057;0,000307725332246251;0,00122073021862168;1,39170941579579;0,00236437754723795
"simply";-1,34540089217299;-0,769194025225508;0,680617617223931;-0,437430939653026;-0,558495212048785;0,0345071411019817;-0,732945636440808;-0,419040456748029;0,370785923757866;-0,238303022042045;-0,304256248844234;0,018798752582879;0,612927865686457;0,173861754669245;0,113634473593974;0,0409487301703844;0,0584444239101419;0,000182751969797421;0,00241052521672607;0,00078791625583303;0,000616899799190653;0,00025481632711006;0,000415381513991456;1,58571894843912e-06;0,00133170569304184;0,777402949362058;0,000804823454458097
"publish";-0,733447485041397;-0,750170025199174;-0,3413236422252;-0,800842175401258;0,5677357104957;0,386818886761331;-0,480445568369498;-0,491399686386866;-0,223584421013562;-0,524592533183485;0,371895891220313;0,253386130154383;0,305266269474736;0,277131885281497;0,0478929184974706;0,230011815155044;0,101211864691523;0,038485246899731;0,000835782153633303;0,000874328147142671;0,000181003840016233;0,000996434874999431;0,000500780570148575;0,000232471858414588;0,00155365664188214;0,600521789061094;0,000560289631330588
"provide";-1,23740634602127;1,25757444209989;-0,0136920432371211;-1,24246652909722;0,61839687846276;0,355763556313963;-0,54444447631725;0,553318205260977;-0,00602434061690146;-0,546670898327864;0,272087472101175;0,156531848840856;0,369103918427746;0,33083975713722;3,27384632698853e-05;0,235184596417457;0,0510101716769606;0,0138288178773489;0,0022089965650048;0,00228159085634193;2,7046239308551e-07;0,00222710020941623;0,000551702484829909;0,000182596848742099;0,00144268116746199;0,921376575521289;0,00122474223959065
"place";-1,7198142143669;-1,33964309099618;0,798767334164973;1,93987782390252;0,0391653081264724;0,405300577486154;-0,563363151796203;-0,438829698999455;0,261653892128506;0,635449850247682;0,0128294621842751;0,132765160823766;0,398031281162523;0,209584260215833;0,0622003053312385;0,320050413745543;0,000114223499478614;0,0100195160453848;0,00393886707171916;0,00238993711408783;0,00084966719005085;0,00501137628010491;2,0427318086448e-06;0,000218757374023674;0,00133170569304184;1,23316754873318;0,00202512778148743
"modern";0,263700123140193;0,923015073339476;0,0615262281349717;-0,289943954950532;-2,32766684197834;0,753312171779609;0,0997058931721201;0,348995067589391;0,0232632713881882;-0,109628773221431;-0,88009857076629;0,284829836369793;0,0168780258828149;0,179450585857669;0,00066560925913384;0,0128956904719835;0,727680694935327;0,0624293935930692;0,000108037794830556;0,00132364838070872;5,88133109302321e-06;0,000130612025099655;0,00841776284335103;0,000881667871947437;0,00155365664188214;0,918224051038747;0,00130994292649918
"innovative";2,10865911610007;0,0202366012803386;1,12748213390549;0,847769005293808;0,8762997663529;1,05579906213223;0,731072641830861;0,00701603471454266;0,390898337221932;0,293921725721482;0,303813347701374;0,366045798347486;0,658528140643182;5,26335960448781e-05;0,13638880009604;0,0672716611386117;0,062931082825221;0,0748276817009013;0,0049344615113882;4,5446679766885e-07;0,0014107379450406;0,000797594369478252;0,000852182089124567;0,00123705655265708;0,00110975474420153;1,17548844497158;0,0015334292356694
"expand";-0,630291870973521;-0,724657537548665;-0,3801169958152;-0,30613451979689;0,213963516690491;-0,733602721411895;-0,477198559119859;-0,548643491529491;-0,287789341816854;-0,231776671208351;0,161993334470927;-0,55541595528347;0,308883061771283;0,354325672333563;0,0813847523836646;0,0460522431056804;0,0196964685190485;0,189657801886762;0,00057313083497935;0,000757593064858421;0,00020845145895;0,000135205690239324;6,6046501405982e-05;0,000776411983932772;0,00144268116746199;0,513031244160981;0,000379715208890215
"evolve";0,924015591122674;0,392188235366696;0,0527608789277152;1,42500825801214;1,92698121789033;3,12630522654488;0,227283531753413;0,0964679904783634;0,0129777884878928;0,350514550588118;0,473986695714165;0,768988856957435;0,0974956814893633;0,0152420090431711;0,000230275965910504;0,1465470373732;0,234628073214434;0,505856922913922;0,00132651951802563;0,00023897043252032;4,32493006693488e-06;0,0031549305843568;0,00576912580151253;0,0151851050020315;0,00155365664188214;1,33870771209503;0,00278436763266209
"describe";-0,259823725512368;-0,829486917237039;0,642248433616463;0,318352133331934;1,32774670148678;-0,404102295739823;-0,145345882899422;-0,464016548533394;0,359274987073157;0,178086784803037;0,742744013133644;-0,226055587649527;0,0325029472492054;0,287481911257076;0,143869597147526;0,0308387069938539;0,469671085110575;0,0356357522417622;0,00010488482485271;0,00106899119322425;0,000640857031046411;0,000157460118872258;0,00273895885543516;0,000253710056143683;0,00155365664188214;0,651953453037344;0,000660371353787862
"born";-1,32285412709414;-0,0770045596748078;0,489794231610936;0,549845144112885;-0,169746086920377;-0,752723658142399;-0,777677714449681;-0,0452693375207249;0,287939577605992;0,32324222770825;-0,0997901024831754;-0,442510177113977;0,731366539406926;0,00215065311829744;0,0726333866716097;0,0798559833414186;0,00666360042033189;0,107329837041417;0,00252460987020421;8,55466970805055e-06;0,000346096888375487;0,000436165339314033;4,15690314418094e-05;0,000817412914421772;0,00144268116746199;0,699751066011885;0,000706411076129398
"transform";0,443003437139779;-0,714080754640317;-1,2924311055291;-0,600870136850468;0,523242270128196;-1,38781283205454;0,199369275402763;-0,321364916603971;-0,581645719683269;-0,270415607988247;0,235479961349915;-0,624571313730163;0,0632768298730983;0,142676185220132;0,390160333311565;0,0735711021095044;0,0488466061007936;0,281468943384906;0,000283129129855683;0,000735639464423472;0,00240982311763504;0,000520872708651992;0,000394980818137365;0,00277863921191856;0,00144268116746199;0,79667996378181;0,000915668243367887
"topic";0,381342738551349;1,58146974446824;0,534982907088487;-0,241404770011187;-1,88267982646326;1,35786403428129;0,131738716702058;0,546334762871915;0,184815271178643;-0,0833957261854275;-0,650390840641971;0,469087902425104;0,0271458900385828;0,405155006021316;0,0387035431331799;0,00687512055460701;0,366120706267732;0,155999733984581;0,000193659683825337;0,00333065793275122;0,000381143106261478;7,76068311852015e-05;0,00472020862808352;0,00245539194619199;0,00133170569304184;1,04703836228049;0,0014599347447613
"society";0,981095501089445;0,10392923799671;-1,60529074455377;-0,514714627206983;0,545560134359767;-0,280542420720757;0,479206225069716;0,050763190494169;-0,784088110670925;-0,251407180257304;0,266473357838012;-0,137028122396066;0,300181150953922;0,0029232277087489;0,582191743181078;0,0522166938370237;0,0513622848825995;0,0111248994366261;0,000961373370360841;1,07881010537334e-05;0,00257381260359007;0,000264607738003264;0,000297272527113952;7,86079734119141e-05;0,000998779269781378;0,810062878205208;0,000655400821197975
"record";0,362287930079295;1,28230425941262;-0,948024167372838;0,270023269584325;-0,498780519095872;-0,204840856191016;0,207856099516812;0,735698707094557;-0,5439115943903;0,154920931487532;-0,286166235765975;-0,117523709333153;0,0544154205357089;0,591592608597139;0,269929819801085;0,0191043445590133;0,0570730989935863;0,00788470751346684;0,000160223947074969;0,00200725184228002;0,00109713106660222;8,90065727762844e-05;0,000303695712853737;5,12215669754471e-05;0,00122073021862168;0,7025739228123;0,000602564786058651
"produce";-0,693300906117242;0,169334608013635;0,614948585422454;-1,07251898473526;-0,16071811769614;0,710776055609822;-0,432567529316878;0,105652037044811;0,383681584584741;-0,669171038547474;-0,100275996287998;0,443470705951657;0,2747034074076;0,0142212664944852;0,156565443604161;0,415476043818379;0,00816861477511619;0,130865223900258;0,000533421536369979;3,18213399968166e-05;0,000419666810246452;0,001276547522603;2,86653127908005e-05;0,000560650983496013;0,00110975474420153;0,598396301084864;0,000397378907060313
"potential";0,512484035737541;0,103489441985966;-1,36013624147589;-0,259592519335126;-2,15876788491452;0,20950049632872;0,195171790510319;0,0394123880605305;-0,517987307067602;-0,0988618830415009;-0,822134084213148;0,0797850940321139;0,0617489406666511;0,00218518006431025;0,315087694626427;0,0100131028092503;0,606287976994357;0,00467710483900376;0,000320612446536923;1,30740995037435e-05;0,00225831500933724;8,22629050096919e-05;0,00568894313509281;5,3578408343334e-05;0,00122073021862168;0,932963689065428;0,00106254951684167
"pedagogy";1,63366663358009;0,78629029988014;1,56638882131455;-0,127009276339783;1,81791566354347;0,358918947833242;0,538883276871931;0,259366681465157;0,516690935307742;-0,0418954354702866;0,599659887586906;0,118393443781087;0,387908769773435;0,0779820892980004;0,258344760905792;0,00148179833773646;0,265795983193814;0,00848659849122241;0,00236942995864869;0,000548886858892997;0,00217829225572229;1,43214793264725e-05;0,00293402939496767;0,000114369380635864;0,000887803795361225;1,18658210840707;0,00125000741315438
"literary";-2,00100447430689;3,21301290379359;-1,05596174321076;0,68650787791686;-0,120382949763226;-0,356265935350419;-0,499389843137016;0,801870275966509;-0,263535927116489;0,17133148169695;-0,030043922025438;-0,0889131393028665;0,283289176075913;0,633847981654513;0,0571515507145347;0,0210736815184308;0,000567364362501095;0,00407024567410768;0,00488782687472626;0,0126021497191638;0,00136118158188566;0,000575321688032518;1,76908889724393e-05;0,000154941691665986;0,00122073021862168;1,70071767344013;0,00353088965178868
"level";-0,0554782256134873;1,28534054582351;0,535928540530799;0,478302818015668;-0,70491355205104;-0,171031491627733;-0,0337797041027134;0,782620980195568;0,326317349178671;0,291230072436478;-0,429209314879167;-0,104138031012044;0,00148138956946158;0,690060046572219;0,10014648655564;0,0695897917553407;0,132340907291543;0,00638137825579414;3,07407631283864e-06;0,00165008354995461;0,00028686878315384;0,000228494314892416;0,00049629653121595;2,92160626074425e-05;0,000998779269781378;0,652059275181459;0,000424662266690881
"large";-1,11940902293032;-1,06400979871533;0,953521024057444;0,508846323971692;-0,184555028067522;-0,871660974979993;-0,536889986241677;-0,510319458295845;0,457326927870599;0,244052433275139;-0,0885161227489699;-0,418065282017605;0,366282954574584;0,287181637688769;0,192529568319958;0,0478330292141989;0,00550920706553698;0,100663603136954;0,00139060765799335;0,00125637204723364;0,00100899161393803;0,00028734278262069;3,77988662579115e-05;0,000843183725783013;0,00110975474420153;0,836718949177333;0,000776937742661658
"interaction";-0,921321480145595;0,674915399215921;0,348236292598081;0,776557446494837;-0,888584470459616;0,594412870947526;-0,517338167526528;0,378976832072365;0,195540785015078;0,436050624028903;-0,498955762506984;0,333773250745853;0,367434458653233;0,171112790835559;0,0380279871978531;0,164975770970843;0,189126836125594;0,069322156216916;0,00103619642298905;0,000556055793706208;0,000148036141416826;0,000736150942711397;0,000963867048336695;0,000431316532308165;0,00122073021862168;0,687575527963074;0,000577112548350982
"future";0,98095946849475;0,877308501428536;0,959780669383501;-1,39339802936766;-4,67073068405446;0,714721043127611;0,189061689166795;0,169084893441095;0,184979869618591;-0,268551549350117;-0,900196451669442;0,137749185401214;0,060796841105882;0,0421997495916033;0,0421619485096445;0,0775255349563017;0,762687749416129;0,0146281764204381;0,000961106792749476;0,000768730646999118;0,000920054422361576;0,00193918794964056;0,0217890940080691;0,000510202588547862;0,000998779269781378;1,79973976257072;0,00323510919063399
"english";-2,00100447430689;3,21301290379359;-1,05596174321076;0,686507877916861;-0,120382949763227;-0,356265935350419;-0,499389843137016;0,801870275966509;-0,263535927116489;0,17133148169695;-0,0300439220254381;-0,0889131393028666;0,283289176075913;0,633847981654513;0,0571515507145346;0,0210736815184308;0,000567364362501098;0,00407024567410768;0,00444347897702387;0,0114564997446944;0,00123743780171424;0,000523019716393199;1,60826263385812e-05;0,000140856083332714;0,00110975474420153;1,70071767344013;0,00320989968344426
"engagement";0,914271308143272;0,352832638922938;-0,960540283563979;0,860435684011787;0,824488117139398;2,0988813700721;0,329299791003385;0,127082314868279;-0,345964826644635;0,309909420095829;0,296961921740884;0,75596947027603;0,187711196794199;0,0242607271312662;0,150095942319685;0,105073288150936;0,0844708819307988;0,448387963673117;0,00111316216831962;0,000165785201761391;0,00122868179294085;0,000985927732310507;0,00090526776868814;0,00586656709217945;0,00133170569304184;0,954616984987796;0,00121357485920833
"dissemination";2,31525221481662;-0,211704654788439;-0,684483207481021;0,106275222229479;-0,34154260956608;1,58467505251924;0,793524452868278;-0,0725591878438048;-0,23459826935396;0,0364245359677938;-0,117059562950723;0,543128042801134;0,771436811466442;0,00559745829671549;0,0488457886980329;0,00102726687835181;0,00928948754403442;0,163803187116425;0,00773333776903477;6,46593265085117e-05;0,000675921029542291;1,62942511573663e-05;0,000168290711790001;0,00362285376617458;0,00144268116746199;1,19246951338353;0,00205146887410264
"condition";-0,997383829492629;0,680719316710662;-0,434111330866394;-2,81087574294513;1,75625927151247;-0,924882063307767;-0,271579438626139;0,18535428831676;-0,11820495585728;-0,765378416757769;0,478214999015917;-0,251837802179211;0,115385199498721;0,0466431550767485;0,0158352706809681;0,579194267890155;0,197970714121032;0,0449713927323776;0,00132474686938193;0,000617084170204902;0,000250963463659872;0,010521836567232;0,00410757513542139;0,00113915014674744;0,00133170569304184;1,32827018951818;0,00234953061328954
"web";-0,369460939192279;0,387840392583586;0,602484036455396;-3,47389782816458;-0,855617098989156;0,25385514900851;-0,100500953370778;0,105500541669066;0,163888015298228;-0,944971461412103;-0,232745400249193;0,0690538072826115;0,0158884600200061;0,0151941752645652;0,0306079062553211;0,887757454881273;0,0471521918885579;0,00339981169027546;0,000121186448197839;0,000133543597930876;0,000322261248859028;0,0107139861240942;0,000649943953019749;5,72122398651719e-05;0,000887803795361225;1,32594888633258;0,00156088376354821
"visualization";-0,318041837673336;-0,0684457549750974;0,0653287788204645;-1,35850213656518;-1,43213220531117;0,204140520625904;-0,158069294930498;-0,0340180785932062;0,0324689169272997;-0,675186247379796;-0,711780970695148;0,101459444449647;0,0416517542856113;0,00167411056165776;0,00127312679265003;0,480287120775409;0,467336004885457;0,00777788269921236;0,000134702843871667;6,23880329478779e-06;5,68351926601687e-06;0,00245770021758141;0,00273133191009579;5,54966403214937e-05;0,00133170569304184;0,704963710046374;0,000661822882009563
"variety";0,139020782062526;1,4456540690881;0,641445661668867;1,32099186139612;1,49570501330683;1,04348815606985;0,0504556452514272;0,524679891625017;0,232803716631914;0,479435489786326;0,542845180645355;0,378719407599409;0,00389233421276751;0,365263053506248;0,060029980425908;0,222109151416322;0,249310630858474;0,0993948495802821;1,9303185063532e-05;0,00208736446423691;0,00041095026432852;0,00174288929984165;0,00223440255038071;0,00108753831835785;0,000998779269781378;1,008030844602;0,00101488576773069
