*year_2012-01-01;32;30;40;37;26;10;25
*year_2011-01-01;14;19;19;10;34;14;31
*year_2010-01-01;3;12;8;8;5;7;17
*year_2009-01-01;0;4;1;1;3;4;6
*year_2014-01-01;35;37;30;31;52;14;44
