"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"328";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;33;33;33;33
"329";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"330";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"331";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;37;37
"332";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"333";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"334";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"335";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"336";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"337";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"338";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"339";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"340";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"341";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"342";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"343";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"344";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"345";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"346";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"347";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"348";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"349";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"350";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"351";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"352";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"353";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"354";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;37;37
"355";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"356";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"357";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"358";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"359";2;4;6;8;11;12;15;17;19;21;22;22;22;22;22;22;22;22;22
"360";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"361";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"362";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"363";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"364";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"365";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"366";2;4;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
"367";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"368";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"369";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"370";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"371";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"372";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"373";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"374";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"375";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"376";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"377";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"378";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"379";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"380";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"381";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"382";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"383";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"384";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"385";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"386";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"387";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"388";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"389";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"390";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
"391";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"392";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"393";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"394";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"395";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"396";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"397";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"398";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"399";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"400";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"401";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
"402";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"403";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"404";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"405";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"406";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"407";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"408";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"409";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"410";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"411";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"412";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"413";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"414";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"415";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"416";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"417";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"418";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"419";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"420";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"421";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"422";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"423";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"424";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"425";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"426";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"427";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"428";2;4;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
"429";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"430";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;37;37
"431";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"432";2;4;6;8;11;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"433";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"434";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
"435";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"436";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"437";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"438";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"439";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"440";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"441";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"442";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"443";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"444";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"445";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"446";2;4;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
"447";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"448";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"449";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"450";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"451";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"452";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"453";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"454";2;4;6;8;11;12;15;17;19;20;20;20;20;20;20;20;20;20;20
"455";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"456";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"457";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"458";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"459";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"460";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"461";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"462";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"463";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"464";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"465";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"466";2;4;6;8;11;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"467";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"468";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"469";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"470";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"471";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;33;33;33;33
"472";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"473";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"474";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"475";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"476";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"477";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"478";2;4;6;8;11;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"479";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"480";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"481";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"482";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"483";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"484";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"485";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"486";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"487";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"488";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"489";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"490";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"491";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"492";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"493";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"494";2;4;6;8;11;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"495";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"496";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"497";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"498";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"499";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"500";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"501";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"502";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"503";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"504";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"505";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"506";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"507";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"508";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"509";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"510";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"511";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"512";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"513";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"514";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"515";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"516";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"517";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"518";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"519";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"520";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"521";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"522";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"523";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"524";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"525";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"526";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"527";2;4;6;8;11;12;15;17;19;20;20;20;20;20;20;20;20;20;20
"528";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"529";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"530";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"531";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"532";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"533";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"534";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"535";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"536";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"537";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"538";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"539";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"540";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"541";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"542";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"543";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"544";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"545";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"546";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"547";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"548";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"549";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"550";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"551";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"552";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"553";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"554";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"555";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"556";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"557";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"558";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"559";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"560";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"561";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"562";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"563";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"564";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"565";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"566";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"567";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"568";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"569";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"570";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"571";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"572";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"573";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"574";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"575";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"576";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"577";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"578";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"579";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"580";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"581";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"582";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"583";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"584";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"585";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"586";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"587";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"588";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"589";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;37;37
"590";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"591";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"592";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"593";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"594";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"595";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;35;35;35
"596";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"597";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"598";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"599";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"600";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"601";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"602";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"603";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"604";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"605";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"606";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"607";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"608";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"609";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"610";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"611";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"612";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"613";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"614";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"615";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"616";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"617";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;33;33;33;33
"618";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"619";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"620";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;33;33;33;33
"621";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"622";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"623";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"624";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"625";2;4;6;8;11;12;15;17;19;21;23;25;25;29;29;29;29;29;29
"626";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"627";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"628";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"629";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"630";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"631";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"632";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"633";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"634";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"635";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"636";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"637";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"638";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"639";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"640";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"641";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"642";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"643";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"644";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"645";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"646";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"647";2;4;6;8;11;12;15;17;19;20;20;20;20;20;20;20;20;20;20
"648";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"649";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"650";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"651";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"652";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"653";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"654";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"655";2;4;6;8;11;12;14;14;14;14;14;14;27;27;27;32;34;34;34
"656";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
"657";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"658";2;4;6;8;11;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"659";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"660";2;4;6;8;11;12;15;17;19;21;23;25;25;28;30;30;30;30;30
"661";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"662";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;39
"663";2;4;6;8;11;12;15;17;19;21;23;25;25;28;31;31;31;31;31
"664";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;37;37
"665";2;4;6;8;11;12;14;14;14;14;14;14;26;26;26;26;26;36;38
"666";2;4;6;8;11;12;15;17;19;21;23;24;24;24;24;24;24;24;24
